subID	Model	randi	scl0	eta0	Mp0	wp0	scl	eta	Mp	wp	nll	nllsd	success	iterations
1.000000	1.000000	39.000000	0.944956	0.160094	1.000000	1.000000	0.857177	0.149828	1.000000	1.000000	257.063696	0.146303	1.000000	26.000000
1.000000	1.000000	36.000000	0.974141	0.155098	1.000000	1.000000	1.379998	0.145867	1.000000	1.000000	255.481654	0.121264	1.000000	23.000000
1.000000	1.000000	22.000000	1.098145	0.228377	1.000000	1.000000	1.764368	0.157859	1.000000	1.000000	257.777311	0.120031	1.000000	27.000000
1.000000	1.000000	25.000000	1.059729	0.272673	1.000000	1.000000	1.376154	0.158699	1.000000	1.000000	257.304363	0.126241	1.000000	26.000000
1.000000	1.000000	4.000000	0.964824	0.102352	1.000000	1.000000	1.148459	0.157215	1.000000	1.000000	257.139229	0.130568	1.000000	27.000000
1.000000	1.000000	15.000000	0.903495	0.168517	1.000000	1.000000	1.610184	0.133333	1.000000	1.000000	257.995160	1.843398	2.000000	38.000000
1.000000	1.000000	30.000000	0.930680	0.224396	1.000000	1.000000	1.330193	0.148658	1.000000	1.000000	255.801805	0.122175	2.000000	35.000000
1.000000	2.000000	27.000000	0.975598	0.254765	1.000000	1.000000	1.172119	0.144559	1.000000	1.000000	256.014604	0.982816	2.000000	11.000000
1.000000	2.000000	36.000000	0.997425	0.159690	1.000000	1.000000	1.093799	0.145117	1.000000	1.000000	258.400873	1.662524	2.000000	11.000000
1.000000	2.000000	15.000000	1.055505	0.340144	1.000000	1.000000	1.174359	0.140265	1.000000	1.000000	259.412691	2.027163	2.000000	13.000000
1.000000	2.000000	5.000000	1.087775	0.373653	1.000000	1.000000	1.057690	0.154932	1.000000	1.000000	256.621151	0.133737	2.000000	12.000000
1.000000	2.000000	28.000000	1.064021	0.282281	1.000000	1.000000	0.836257	0.156146	1.000000	1.000000	257.083521	0.142891	2.000000	11.000000
1.000000	2.000000	6.000000	0.977184	0.312789	1.000000	1.000000	1.407933	0.146266	1.000000	1.000000	257.140610	1.424457	2.000000	11.000000
1.000000	2.000000	2.000000	0.982999	0.103371	1.000000	1.000000	1.954788	0.152817	1.000000	1.000000	258.096721	0.145458	2.000000	11.000000
1.000000	2.000000	24.000000	1.054310	0.208040	1.000000	1.000000	1.015649	0.139569	1.000000	1.000000	259.655273	2.043551	2.000000	13.000000
1.000000	2.000000	25.000000	0.945021	0.355111	1.000000	1.000000	1.097064	0.141721	1.000000	1.000000	257.758500	1.617250	2.000000	13.000000
1.000000	2.000000	7.000000	1.073596	0.301211	1.000000	1.000000	1.020738	0.151616	1.000000	1.000000	256.953665	1.026987	2.000000	13.000000
1.000000	2.000000	9.000000	0.978896	0.352449	1.000000	1.000000	0.997283	0.150984	1.000000	1.000000	257.064294	0.986582	2.000000	14.000000
1.000000	2.000000	13.000000	1.007694	0.255530	1.000000	1.000000	0.881026	0.133794	1.000000	1.000000	265.634941	2.602967	2.000000	15.000000
1.000000	2.000000	35.000000	0.933331	0.123125	1.000000	1.000000	0.679708	0.160266	1.000000	1.000000	257.955541	0.131070	2.000000	13.000000
1.000000	2.000000	14.000000	0.988529	0.250038	1.000000	1.000000	1.613216	0.144927	1.000000	1.000000	255.766275	0.143709	2.000000	18.000000
1.000000	2.000000	3.000000	0.962576	0.208756	1.000000	1.000000	0.994974	0.148550	1.000000	1.000000	258.778145	1.629525	2.000000	14.000000
1.000000	2.000000	38.000000	0.917368	0.297442	1.000000	1.000000	1.341554	0.140446	1.000000	1.000000	255.218757	1.006397	2.000000	16.000000
1.000000	2.000000	37.000000	0.947950	0.143664	1.000000	1.000000	0.936671	0.131659	1.000000	1.000000	267.171066	2.629380	2.000000	20.000000
1.000000	2.000000	1.000000	1.029112	0.103936	1.000000	1.000000	0.805994	0.159836	1.000000	1.000000	257.639254	0.092693	2.000000	15.000000
1.000000	2.000000	17.000000	1.060672	0.226619	1.000000	1.000000	1.448218	0.149255	1.000000	1.000000	255.564504	0.135580	2.000000	17.000000
1.000000	2.000000	22.000000	1.048790	0.108289	1.000000	1.000000	0.934131	0.129361	1.000000	1.000000	262.954460	2.477323	2.000000	19.000000
1.000000	2.000000	40.000000	1.057454	0.244735	1.000000	1.000000	1.160829	0.163220	1.000000	1.000000	257.197589	0.124424	1.000000	17.000000
1.000000	2.000000	11.000000	0.942140	0.299984	1.000000	1.000000	0.984619	0.133655	1.000000	1.000000	267.043256	2.655477	1.000000	20.000000
1.000000	2.000000	18.000000	0.911982	0.199393	1.000000	1.000000	1.208203	0.125458	1.000000	1.000000	262.484860	2.499729	1.000000	25.000000
1.000000	2.000000	12.000000	1.022369	0.316773	1.000000	1.000000	1.013885	0.146893	1.000000	1.000000	256.489186	1.008717	1.000000	18.000000
1.000000	2.000000	31.000000	0.915859	0.217393	1.000000	1.000000	1.057458	0.140102	1.000000	1.000000	256.847547	1.376480	1.000000	21.000000
1.000000	2.000000	30.000000	1.086362	0.248838	1.000000	1.000000	1.482245	0.148972	1.000000	1.000000	255.644069	0.129236	2.000000	20.000000
1.000000	2.000000	20.000000	0.900052	0.309876	1.000000	1.000000	1.585699	0.151285	1.000000	1.000000	256.387058	0.127613	2.000000	16.000000
1.000000	2.000000	4.000000	1.087557	0.388803	1.000000	1.000000	1.404514	0.131059	1.000000	1.000000	258.229985	1.991619	1.000000	23.000000
1.000000	2.000000	39.000000	0.990920	0.290003	1.000000	1.000000	1.054384	0.132524	1.000000	1.000000	257.754667	1.817307	1.000000	25.000000
1.000000	2.000000	10.000000	1.038926	0.107633	1.000000	1.000000	1.999998	0.134064	1.000000	1.000000	257.987663	1.354907	2.000000	19.000000
1.000000	2.000000	8.000000	1.019529	0.162708	1.000000	1.000000	0.933824	0.152002	1.000000	1.000000	256.366391	0.158262	1.000000	25.000000
1.000000	2.000000	32.000000	1.072274	0.252454	1.000000	1.000000	0.992461	0.136705	1.000000	1.000000	258.766639	1.804096	1.000000	27.000000
1.000000	2.000000	16.000000	0.944029	0.281106	1.000000	1.000000	0.806710	0.160449	1.000000	1.000000	257.784909	0.095853	1.000000	22.000000
1.000000	2.000000	34.000000	1.060324	0.227107	1.000000	1.000000	1.264045	0.154473	1.000000	1.000000	257.106887	0.998095	1.000000	20.000000
1.000000	2.000000	33.000000	1.096746	0.261452	1.000000	1.000000	1.162056	0.163363	1.000000	1.000000	257.420213	0.106720	2.000000	21.000000
1.000000	2.000000	26.000000	0.953669	0.311280	1.000000	1.000000	0.981509	0.147768	1.000000	1.000000	256.828756	0.999396	1.000000	30.000000
1.000000	2.000000	23.000000	1.020633	0.266727	1.000000	1.000000	1.492383	0.149393	1.000000	1.000000	255.958641	0.167920	1.000000	30.000000
1.000000	2.000000	19.000000	0.978086	0.330281	1.000000	1.000000	1.496729	0.155005	1.000000	1.000000	256.808776	0.173198	1.000000	30.000000
1.000000	2.000000	21.000000	1.038631	0.320822	1.000000	1.000000	1.042688	0.152941	1.000000	1.000000	256.067663	0.144224	2.000000	24.000000
1.000000	2.000000	29.000000	0.909212	0.329549	1.000000	1.000000	0.920395	0.154111	1.000000	1.000000	256.410276	0.142086	1.000000	42.000000
2.000000	1.000000	37.000000	1.038698	0.309677	1.000000	1.000000	1.237695	0.378247	1.000000	1.000000	351.823111	0.111540	2.000000	12.000000
2.000000	1.000000	19.000000	1.061131	0.342431	1.000000	1.000000	0.896730	0.400357	1.000000	1.000000	352.564467	0.093540	2.000000	11.000000
2.000000	1.000000	4.000000	0.966638	0.332925	1.000000	1.000000	1.043164	0.391064	1.000000	1.000000	352.133972	0.118745	2.000000	11.000000
2.000000	1.000000	16.000000	1.074446	0.195550	1.000000	1.000000	1.115094	0.400908	1.000000	1.000000	352.023338	0.138564	2.000000	11.000000
2.000000	1.000000	36.000000	0.940865	0.157349	1.000000	1.000000	0.992811	0.413878	1.000000	1.000000	352.409836	0.109195	2.000000	11.000000
2.000000	1.000000	10.000000	1.078376	0.393394	1.000000	1.000000	0.985823	0.405930	1.000000	1.000000	352.455932	0.124003	2.000000	11.000000
2.000000	1.000000	32.000000	0.979547	0.181735	1.000000	1.000000	1.100110	0.434088	1.000000	1.000000	352.657038	0.100102	2.000000	11.000000
2.000000	1.000000	23.000000	0.926456	0.192790	1.000000	1.000000	0.908950	0.388322	1.000000	1.000000	352.387284	0.093070	2.000000	11.000000
2.000000	1.000000	15.000000	0.948570	0.181515	1.000000	1.000000	1.012065	0.406837	1.000000	1.000000	352.219620	0.112503	2.000000	14.000000
2.000000	1.000000	20.000000	1.056327	0.343709	1.000000	1.000000	1.051541	0.401726	1.000000	1.000000	352.010515	0.116904	2.000000	11.000000
2.000000	1.000000	35.000000	0.909266	0.225003	1.000000	1.000000	1.076663	0.412702	1.000000	1.000000	352.108436	0.102852	2.000000	11.000000
2.000000	1.000000	22.000000	0.948977	0.313673	1.000000	1.000000	2.000000	0.382494	1.000000	1.000000	349.597476	0.118940	2.000000	15.000000
2.000000	1.000000	25.000000	0.913225	0.345407	1.000000	1.000000	0.859703	0.389531	1.000000	1.000000	352.409189	0.098789	2.000000	14.000000
2.000000	1.000000	14.000000	1.017167	0.163161	1.000000	1.000000	1.370080	0.408867	1.000000	1.000000	351.485238	0.095457	2.000000	19.000000
2.000000	1.000000	1.000000	1.096092	0.174151	1.000000	1.000000	1.040790	0.377249	1.000000	1.000000	352.574352	0.107895	2.000000	18.000000
2.000000	1.000000	26.000000	1.095535	0.320779	1.000000	1.000000	1.048876	0.397847	1.000000	1.000000	352.290879	0.118142	2.000000	18.000000
2.000000	1.000000	7.000000	1.022473	0.233135	1.000000	1.000000	2.000000	0.371656	1.000000	1.000000	349.591036	0.108455	2.000000	19.000000
2.000000	1.000000	31.000000	1.016042	0.362884	1.000000	1.000000	1.998699	0.401919	1.000000	1.000000	349.824120	0.115874	2.000000	16.000000
2.000000	1.000000	6.000000	1.047272	0.273070	1.000000	1.000000	1.052558	0.400486	1.000000	1.000000	352.161033	0.096549	2.000000	17.000000
2.000000	1.000000	5.000000	1.094178	0.125797	1.000000	1.000000	1.062189	0.380300	1.000000	1.000000	351.985622	0.121550	1.000000	20.000000
2.000000	1.000000	27.000000	0.947628	0.130446	1.000000	1.000000	0.963358	0.391183	1.000000	1.000000	352.426861	0.099111	1.000000	19.000000
2.000000	1.000000	30.000000	0.958142	0.268914	1.000000	1.000000	1.563696	0.375736	1.000000	1.000000	351.017592	0.115301	2.000000	15.000000
2.000000	1.000000	33.000000	1.044003	0.200734	1.000000	1.000000	1.998437	0.430768	1.000000	1.000000	350.186332	0.113906	2.000000	16.000000
2.000000	1.000000	9.000000	1.092800	0.176811	1.000000	1.000000	1.251446	0.373521	1.000000	1.000000	351.934250	0.134818	2.000000	18.000000
2.000000	1.000000	40.000000	0.956969	0.321616	1.000000	1.000000	1.998675	0.387984	1.000000	1.000000	349.715071	0.105512	2.000000	22.000000
2.000000	1.000000	18.000000	0.941654	0.134568	1.000000	1.000000	1.080911	0.390602	1.000000	1.000000	351.951186	0.106426	2.000000	20.000000
2.000000	1.000000	38.000000	0.915567	0.135037	1.000000	1.000000	1.998437	0.383252	1.000000	1.000000	349.774529	0.116644	1.000000	23.000000
2.000000	1.000000	11.000000	1.018718	0.239717	1.000000	1.000000	1.180458	0.408592	1.000000	1.000000	352.018428	0.111628	1.000000	22.000000
2.000000	1.000000	8.000000	1.021658	0.219230	1.000000	1.000000	1.254239	0.396494	1.000000	1.000000	351.779129	0.099701	1.000000	19.000000
2.000000	1.000000	39.000000	0.940371	0.170976	1.000000	1.000000	2.000000	0.419842	1.000000	1.000000	349.999913	0.114706	2.000000	21.000000
2.000000	1.000000	24.000000	0.998012	0.236225	1.000000	1.000000	1.999998	0.399103	1.000000	1.000000	349.826145	0.109128	2.000000	24.000000
2.000000	1.000000	28.000000	0.994805	0.107411	1.000000	1.000000	1.753941	0.435947	1.000000	1.000000	350.926077	0.087990	1.000000	19.000000
2.000000	1.000000	34.000000	1.069094	0.128054	1.000000	1.000000	1.998413	0.378357	1.000000	1.000000	349.678388	0.123467	2.000000	27.000000
2.000000	1.000000	12.000000	0.924223	0.133210	1.000000	1.000000	1.302504	0.361700	1.000000	1.000000	351.775454	0.125392	1.000000	22.000000
2.000000	1.000000	2.000000	0.947609	0.230592	1.000000	1.000000	2.000000	0.418614	1.000000	1.000000	349.948574	0.112312	2.000000	23.000000
2.000000	1.000000	3.000000	0.905583	0.147781	1.000000	1.000000	2.000000	0.429359	1.000000	1.000000	350.153477	0.117777	2.000000	21.000000
2.000000	1.000000	21.000000	1.005046	0.382703	1.000000	1.000000	2.000000	0.394859	1.000000	1.000000	349.759143	0.115974	1.000000	22.000000
2.000000	1.000000	29.000000	1.081938	0.229995	1.000000	1.000000	2.000000	0.380456	1.000000	1.000000	349.658152	0.096456	1.000000	30.000000
2.000000	1.000000	13.000000	0.975490	0.104881	1.000000	1.000000	2.000000	0.370321	1.000000	1.000000	349.874715	0.101985	2.000000	26.000000
2.000000	1.000000	17.000000	1.089614	0.130743	1.000000	1.000000	1.456745	0.420145	1.000000	1.000000	351.329097	0.082495	1.000000	22.000000
2.000000	2.000000	30.000000	0.912220	0.341020	1.000000	1.000000	0.783516	0.427307	1.000000	1.000000	352.845042	0.095863	2.000000	11.000000
2.000000	2.000000	14.000000	0.923499	0.324020	1.000000	1.000000	0.980312	0.402887	1.000000	1.000000	352.207417	0.115765	2.000000	11.000000
2.000000	2.000000	12.000000	0.942462	0.395653	1.000000	1.000000	0.931836	0.372168	1.000000	1.000000	352.763155	0.147969	2.000000	11.000000
2.000000	2.000000	2.000000	1.042123	0.112109	1.000000	1.000000	1.186713	0.423227	1.000000	1.000000	352.074812	0.126590	2.000000	12.000000
2.000000	2.000000	26.000000	1.047041	0.348368	1.000000	1.000000	0.723206	0.391495	1.000000	1.000000	352.699895	0.097736	2.000000	11.000000
2.000000	2.000000	31.000000	1.022620	0.130507	1.000000	1.000000	1.464082	0.377519	1.000000	1.000000	351.912814	0.122798	2.000000	13.000000
2.000000	2.000000	13.000000	0.945749	0.304461	1.000000	1.000000	0.838620	0.419354	1.000000	1.000000	352.584293	0.103182	2.000000	11.000000
2.000000	2.000000	17.000000	0.982839	0.130324	1.000000	1.000000	0.933145	0.373882	1.000000	1.000000	352.562406	0.120402	2.000000	11.000000
2.000000	2.000000	21.000000	0.959760	0.264008	1.000000	1.000000	0.751641	0.368889	1.000000	1.000000	352.893881	0.119144	2.000000	11.000000
2.000000	2.000000	25.000000	0.912487	0.358243	1.000000	1.000000	1.074844	0.419647	1.000000	1.000000	352.232527	0.112525	2.000000	11.000000
2.000000	2.000000	3.000000	0.965737	0.278887	1.000000	1.000000	1.246335	0.410022	1.000000	1.000000	351.949953	0.124046	2.000000	11.000000
2.000000	2.000000	38.000000	0.900109	0.303908	1.000000	1.000000	1.541211	0.417349	1.000000	1.000000	351.929714	0.129916	2.000000	13.000000
2.000000	2.000000	16.000000	1.046371	0.236063	1.000000	1.000000	1.377723	0.389850	1.000000	1.000000	351.915542	0.106168	2.000000	16.000000
2.000000	2.000000	37.000000	1.007686	0.219687	1.000000	1.000000	2.000000	0.392946	1.000000	1.000000	351.757362	0.108906	2.000000	15.000000
2.000000	2.000000	9.000000	0.908695	0.302733	1.000000	1.000000	1.110261	0.403811	1.000000	1.000000	352.184773	0.114300	2.000000	16.000000
2.000000	2.000000	8.000000	0.911409	0.175777	1.000000	1.000000	1.061246	0.391391	1.000000	1.000000	352.457147	0.107381	2.000000	17.000000
2.000000	2.000000	40.000000	1.020913	0.349563	1.000000	1.000000	1.040802	0.384706	1.000000	1.000000	352.239135	0.111824	1.000000	17.000000
2.000000	2.000000	36.000000	0.918998	0.239354	1.000000	1.000000	1.734356	0.392817	1.000000	1.000000	351.971558	0.111239	1.000000	18.000000
2.000000	2.000000	19.000000	1.082392	0.277039	1.000000	1.000000	1.206090	0.367789	1.000000	1.000000	352.407186	0.134989	2.000000	18.000000
2.000000	2.000000	4.000000	1.067606	0.362254	1.000000	1.000000	1.025344	0.400576	1.000000	1.000000	352.392750	0.092875	2.000000	17.000000
2.000000	2.000000	15.000000	0.973423	0.366302	1.000000	1.000000	1.102866	0.374170	1.000000	1.000000	352.463264	0.097754	1.000000	21.000000
2.000000	2.000000	24.000000	1.097575	0.115167	1.000000	1.000000	1.155496	0.416255	1.000000	1.000000	352.113322	0.108293	2.000000	22.000000
2.000000	2.000000	27.000000	0.948536	0.156584	1.000000	1.000000	2.000000	0.431683	1.000000	1.000000	351.957785	0.097832	2.000000	19.000000
2.000000	2.000000	34.000000	1.049633	0.309185	1.000000	1.000000	1.406784	0.410291	1.000000	1.000000	351.939980	0.104989	1.000000	21.000000
2.000000	2.000000	33.000000	1.063679	0.275857	1.000000	1.000000	1.434197	0.411806	1.000000	1.000000	351.900872	0.106736	2.000000	17.000000
2.000000	2.000000	28.000000	1.056139	0.113956	1.000000	1.000000	1.423078	0.404643	1.000000	1.000000	351.795541	0.101718	1.000000	25.000000
2.000000	2.000000	22.000000	0.917282	0.149128	1.000000	1.000000	0.725086	0.403177	1.000000	1.000000	352.721712	0.136827	1.000000	22.000000
2.000000	2.000000	1.000000	0.909249	0.396912	1.000000	1.000000	1.141938	0.375855	1.000000	1.000000	351.981195	0.110956	1.000000	24.000000
2.000000	2.000000	5.000000	1.015120	0.378851	1.000000	1.000000	1.119376	0.383137	1.000000	1.000000	352.212622	0.123866	1.000000	20.000000
2.000000	2.000000	10.000000	0.928108	0.153734	1.000000	1.000000	1.587580	0.380956	1.000000	1.000000	351.801804	0.104089	2.000000	19.000000
2.000000	2.000000	39.000000	0.960828	0.367009	1.000000	1.000000	0.872195	0.395139	1.000000	1.000000	352.407062	0.141404	1.000000	22.000000
2.000000	2.000000	18.000000	0.997691	0.251854	1.000000	1.000000	1.248634	0.407194	1.000000	1.000000	352.037643	0.108856	1.000000	19.000000
2.000000	2.000000	11.000000	1.039467	0.338234	1.000000	1.000000	0.942875	0.376949	1.000000	1.000000	352.486842	0.142027	2.000000	23.000000
2.000000	2.000000	32.000000	1.093155	0.247497	1.000000	1.000000	1.246449	0.385640	1.000000	1.000000	352.094354	0.117789	1.000000	24.000000
2.000000	2.000000	7.000000	0.923735	0.270859	1.000000	1.000000	1.241343	0.384449	1.000000	1.000000	352.156479	0.116026	2.000000	25.000000
2.000000	2.000000	29.000000	1.036039	0.128113	1.000000	1.000000	1.048899	0.411416	1.000000	1.000000	352.329864	0.083871	1.000000	22.000000
2.000000	2.000000	20.000000	0.922512	0.211035	1.000000	1.000000	1.706795	0.385277	1.000000	1.000000	351.681099	0.138877	1.000000	23.000000
2.000000	2.000000	35.000000	1.002011	0.285958	1.000000	1.000000	1.353571	0.401079	1.000000	1.000000	351.728442	0.113805	2.000000	25.000000
2.000000	2.000000	23.000000	0.980571	0.112084	1.000000	1.000000	1.999997	0.406561	1.000000	1.000000	351.641630	0.106173	2.000000	28.000000
2.000000	2.000000	6.000000	0.934475	0.145545	1.000000	1.000000	1.111227	0.376821	1.000000	1.000000	352.355688	0.120223	1.000000	30.000000
3.000000	1.000000	27.000000	0.918725	0.165934	1.000000	1.000000	0.200098	0.192578	1.000000	1.000000	181.189305	0.126538	2.000000	13.000000
3.000000	1.000000	8.000000	0.962183	0.307064	1.000000	1.000000	0.238672	0.183057	1.000000	1.000000	181.108146	0.128226	2.000000	13.000000
3.000000	1.000000	31.000000	0.952063	0.184134	1.000000	1.000000	0.200098	0.199902	1.000000	1.000000	181.409568	0.132978	2.000000	12.000000
3.000000	1.000000	11.000000	0.946506	0.293540	1.000000	1.000000	0.200024	0.191809	1.000000	1.000000	181.041512	0.136243	2.000000	13.000000
3.000000	1.000000	14.000000	1.026671	0.383106	1.000000	1.000000	0.200006	0.195105	1.000000	1.000000	181.161597	0.132831	2.000000	15.000000
3.000000	1.000000	25.000000	0.955598	0.359487	1.000000	1.000000	0.200006	0.200415	1.000000	1.000000	181.595664	0.143448	2.000000	14.000000
3.000000	1.000000	33.000000	0.902611	0.132052	1.000000	1.000000	1.004199	0.163574	1.000000	1.000000	193.059435	1.637158	2.000000	12.000000
3.000000	1.000000	40.000000	0.960033	0.367448	1.000000	1.000000	0.200078	0.185712	1.000000	1.000000	182.023506	1.018842	2.000000	14.000000
3.000000	1.000000	24.000000	0.947374	0.315785	1.000000	1.000000	0.991956	0.177868	1.000000	1.000000	190.190606	0.130164	2.000000	15.000000
3.000000	1.000000	20.000000	1.097568	0.135457	1.000000	1.000000	0.200006	0.197137	1.000000	1.000000	181.470291	0.134435	2.000000	15.000000
3.000000	1.000000	29.000000	1.047540	0.210394	1.000000	1.000000	0.409855	0.175115	1.000000	1.000000	182.778030	0.976813	2.000000	17.000000
3.000000	1.000000	36.000000	0.972516	0.294543	1.000000	1.000000	0.200000	0.197424	1.000000	1.000000	181.419392	0.136959	2.000000	16.000000
3.000000	1.000000	12.000000	1.072289	0.169477	1.000000	1.000000	0.295459	0.177234	1.000000	1.000000	183.533773	1.368484	2.000000	15.000000
3.000000	1.000000	21.000000	1.004494	0.278530	1.000000	1.000000	0.200000	0.189692	1.000000	1.000000	181.046642	0.142877	2.000000	13.000000
3.000000	1.000000	5.000000	1.074162	0.353638	1.000000	1.000000	0.200000	0.203922	1.000000	1.000000	181.935398	0.136473	2.000000	16.000000
3.000000	1.000000	38.000000	1.078755	0.375592	1.000000	1.000000	0.796106	0.175549	1.000000	1.000000	188.536666	1.370956	2.000000	19.000000
3.000000	1.000000	28.000000	0.985166	0.299913	1.000000	1.000000	0.200000	0.195850	1.000000	1.000000	181.451339	0.118450	2.000000	14.000000
3.000000	1.000000	18.000000	1.025959	0.145676	1.000000	1.000000	0.200006	0.194931	1.000000	1.000000	181.337581	0.122771	2.000000	17.000000
3.000000	1.000000	35.000000	0.986357	0.273300	1.000000	1.000000	1.011165	0.191096	1.000000	1.000000	191.408776	0.108057	1.000000	18.000000
3.000000	1.000000	32.000000	0.911854	0.174694	1.000000	1.000000	0.200000	0.198452	1.000000	1.000000	181.344915	0.108481	2.000000	15.000000
3.000000	1.000000	19.000000	0.974421	0.185852	1.000000	1.000000	0.200002	0.190953	1.000000	1.000000	182.470941	0.993545	1.000000	20.000000
3.000000	1.000000	3.000000	1.009188	0.272236	1.000000	1.000000	0.994539	0.146566	1.000000	1.000000	196.331507	2.269321	2.000000	20.000000
3.000000	1.000000	1.000000	1.087397	0.129062	1.000000	1.000000	0.200098	0.179541	1.000000	1.000000	182.263170	0.993530	1.000000	22.000000
3.000000	1.000000	13.000000	0.921371	0.326857	1.000000	1.000000	0.200000	0.193659	1.000000	1.000000	181.099906	0.133384	1.000000	19.000000
3.000000	1.000000	9.000000	1.032112	0.377484	1.000000	1.000000	0.200024	0.185986	1.000000	1.000000	182.996554	1.420202	1.000000	18.000000
