subID	Model	eta	Mp	wp	nll
36	7	1	2.051282e-01	2.894737e-01	1.794712e+02
37	1	8	NaN	NaN	7.437438e+02
37	2	8	NaN	NaN	6.470429e+02
37	3	1	8	5.000000e-01	4.023566e+02
37	4	1	8	5.000000e-01	3.999901e+02
37	5	1	8	5.000000e-01	4.025242e+02
37	6	1	8	5.000000e-01	4.004583e+02
37	7	1	8	5.000000e-01	4.026716e+02
38	1	8	NaN	NaN	2.693825e+02
38	2	8	NaN	NaN	2.730662e+02
38	3	1	1.435897e+00	3.421053e-01	2.682062e+02
38	4	1	7.179487e+00	2.631579e-02	2.725306e+02
38	5	1	1.025641e+00	3.421053e-01	2.715495e+02
38	6	1	7.589744e+00	2.631579e-02	2.729386e+02
38	7	1	2.256410e+00	2.894737e-01	2.715137e+02
39	1	8	NaN	NaN	8.173908e+02
39	2	7.589744e+00	NaN	NaN	6.701521e+02
39	3	1	6.769231e+00	2.368421e-01	2.684886e+02
39	4	1	5.128205e+00	2.368421e-01	2.689052e+02
39	5	1	7.179487e+00	2.368421e-01	2.689830e+02
39	6	1	6.769231e+00	2.368421e-01	2.687485e+02
39	7	1	7.179487e+00	2.368421e-01	2.690575e+02
40	1	8	NaN	NaN	2.705969e+02
40	2	8	NaN	NaN	2.598065e+02
40	3	1	-1.025641e+00	3.421053e-01	1.603135e+02
40	4	1	-1.435897e+00	3.421053e-01	1.566392e+02
40	5	1	-2.256410e+00	3.421053e-01	1.594796e+02
40	6	1	-1.435897e+00	3.421053e-01	1.570172e+02
40	7	1	-1.846154e+00	3.421053e-01	1.594718e+02
41	1	8	NaN	NaN	1.836127e+03
41	2	8	NaN	NaN	1.215240e+03
41	3	1	6.769231e+00	5.000000e-01	3.492743e+02
41	4	1	6.769231e+00	5.000000e-01	3.491713e+02
41	5	1	6.769231e+00	5.000000e-01	3.493790e+02
41	6	1	7.589744e+00	5.000000e-01	3.491020e+02
41	7	1	6.769231e+00	5.000000e-01	3.492326e+02
42	1	3.897436e+00	NaN	NaN	2.492357e+02
42	2	3.076923e+00	NaN	NaN	2.500669e+02
42	3	1	2.256410e+00	1.315789e-01	2.487747e+02
42	4	1	1.435897e+00	1.315789e-01	2.495356e+02
42	5	1	4.717949e+00	-1.315789e-01	2.499966e+02
42	6	1	2.256410e+00	7.894737e-02	2.497200e+02
42	7	1	3.897436e+00	-7.894737e-02	2.495424e+02
43	1	8	NaN	NaN	2.622659e+02
43	2	7.589744e+00	NaN	NaN	2.631571e+02
43	3	1	8	-2.631579e-02	2.621056e+02
43	4	1	8	-2.631579e-02	2.626997e+02
43	5	1	8	-2.631579e-02	2.629772e+02
43	6	1	8	-2.631579e-02	2.628524e+02
43	7	1	8	-2.631579e-02	2.629514e+02
44	1	8	NaN	NaN	8.777648e+02
44	2	7.589744e+00	NaN	NaN	5.749694e+02
44	3	1	8	1.842105e-01	2.177249e+02
44	4	1	8	1.842105e-01	2.207615e+02
44	5	1	8	1.842105e-01	2.218147e+02
44	6	1	7.589744e+00	1.842105e-01	2.209897e+02
44	7	1	7.179487e+00	1.842105e-01	2.216635e+02
45	1	7.589744e+00	NaN	NaN	5.099095e+02
45	2	8	NaN	NaN	4.540210e+02
45	3	1	-2.256410e+00	5.000000e-01	3.176842e+02
45	4	1	-3.897436e+00	5.000000e-01	3.164764e+02
45	5	1	-2.666667e+00	5.000000e-01	3.175110e+02
45	6	1	-3.076923e+00	5.000000e-01	3.166553e+02
45	7	1	-3.487179e+00	5.000000e-01	3.177256e+02
46	1	5.948718e+00	NaN	NaN	3.623441e+02
46	2	4.307692e+00	NaN	NaN	3.561412e+02
46	3	1	1.846154e+00	5.000000e-01	3.580319e+02
46	4	1	-2.051282e-01	5.000000e-01	3.441901e+02
46	5	1	2.051282e-01	5.000000e-01	3.459620e+02
46	6	1	2.051282e-01	5.000000e-01	3.450951e+02
46	7	1	2.051282e-01	5.000000e-01	3.460672e+02
47	1	8	NaN	NaN	5.934721e+02
47	2	8	NaN	NaN	4.439407e+02
47	3	1	5.128205e+00	5.000000e-01	3.613758e+02
47	4	1	2.256410e+00	5.000000e-01	3.565818e+02
47	5	1	4.307692e+00	5.000000e-01	3.609668e+02
47	6	1	1.846154e+00	5.000000e-01	3.564355e+02
47	7	1	5.948718e+00	5.000000e-01	3.608820e+02
48	1	1.846154e+00	NaN	NaN	2.658751e+02
48	2	1.846154e+00	NaN	NaN	2.656480e+02
48	3	1	1.435897e+00	7.894737e-02	2.656484e+02
48	4	1	1.025641e+00	1.842105e-01	2.656605e+02
48	5	1	3.487179e+00	-3.421053e-01	2.655974e+02
48	6	1	2.666667e+00	-1.315789e-01	2.655750e+02
48	7	1	-6.153846e-01	5.000000e-01	2.654311e+02
49	1	8	NaN	NaN	5.547372e+02
49	2	8	NaN	NaN	5.146103e+02
49	3	1	5.948718e+00	5.000000e-01	3.316429e+02
49	4	1	5.128205e+00	5.000000e-01	3.331294e+02
49	5	1	5.538462e+00	5.000000e-01	3.314482e+02
49	6	1	5.128205e+00	5.000000e-01	3.330863e+02
49	7	1	7.179487e+00	5.000000e-01	3.317108e+02
50	1	1.435897e+00	NaN	NaN	2.237349e+02
50	2	1.435897e+00	NaN	NaN	2.246209e+02
50	3	1	6.153846e-01	1.315789e-01	2.230129e+02
50	4	1	-2.256410e+00	4.473684e-01	2.074104e+02
50	5	1	2.051282e-01	1.842105e-01	2.244652e+02
50	6	1	-2.256410e+00	4.473684e-01	2.071719e+02
50	7	1	2.051282e-01	1.842105e-01	2.238499e+02
51	1	6.358974e+00	NaN	NaN	2.539134e+02
51	2	5.128205e+00	NaN	NaN	2.545652e+02
51	3	1	2.051282e-01	5.000000e-01	2.017797e+02
51	4	1	2.051282e-01	5.000000e-01	2.070415e+02
51	5	1	2.051282e-01	5.000000e-01	2.128409e+02
51	6	1	-2.051282e-01	5.000000e-01	1.930014e+02
51	7	1	2.051282e-01	5.000000e-01	2.227991e+02
52	1	8	NaN	NaN	4.219385e+02
52	2	8	NaN	NaN	4.061794e+02
52	3	1	3.487179e+00	3.947368e-01	3.475655e+02
52	4	1	1.025641e+00	4.473684e-01	3.477291e+02
52	5	1	8	2.894737e-01	3.482221e+02
52	6	1	5.538462e+00	3.421053e-01	3.478351e+02
52	7	1	5.948718e+00	3.421053e-01	3.482328e+02
53	1	2.256410e+00	NaN	NaN	1.606579e+02
53	2	1.435897e+00	NaN	NaN	1.470833e+02
53	3	1	-2.051282e-01	4.473684e-01	1.332875e+02
53	4	1	-2.051282e-01	2.368421e-01	1.314897e+02
53	5	1	2.051282e-01	1.842105e-01	1.365118e+02
53	6	1	-2.051282e-01	2.368421e-01	1.293812e+02
53	7	1	2.051282e-01	1.842105e-01	1.369150e+02
54	1	8	NaN	NaN	4.045698e+03
54	2	7.589744e+00	NaN	NaN	2.431129e+03
54	3	1	8	5.000000e-01	4.068610e+02
54	4	1	8	5.000000e-01	4.065752e+02
54	5	1	8	5.000000e-01	4.068106e+02
54	6	1	8	5.000000e-01	4.066990e+02
54	7	1	8	5.000000e-01	4.068341e+02
55	1	3.897436e+00	NaN	NaN	2.258029e+02
55	2	1.435897e+00	NaN	NaN	2.316983e+02
55	3	1	4.307692e+00	-2.631579e-02	2.256238e+02
55	4	1	-2.051282e-01	2.368421e-01	2.296132e+02
55	5	1	1.025641e+00	2.631579e-02	2.315582e+02
55	6	1	2.051282e-01	1.842105e-01	2.303861e+02
55	7	1	1.435897e+00	-2.631579e-02	2.316484e+02
56	1	6.153846e-01	NaN	NaN	1.866983e+02
56	2	2.051282e-01	NaN	NaN	2.389420e+02
56	3	1	2.051282e-01	1.842105e-01	1.785217e+02
56	4	1	2.051282e-01	2.631579e-02	2.286069e+02
56	5	1	2.051282e-01	2.631579e-02	2.285994e+02
56	6	1	-2.051282e-01	3.947368e-01	2.061517e+02
56	7	1	2.051282e-01	2.631579e-02	2.397057e+02
57	1	-8	NaN	NaN	4.567253e+02
57	2	-8	NaN	NaN	4.419774e+02
57	3	1	-8	-5.000000e-01	4.121879e+02
57	4	1	-8	-5.000000e-01	4.068478e+02
57	5	1	-8	-5.000000e-01	4.112653e+02
57	6	1	-8	-5.000000e-01	4.011616e+02
57	7	1	-8	-5.000000e-01	4.061464e+02
58	1	3.076923e+00	NaN	NaN	2.885680e+02
58	2	1.846154e+00	NaN	NaN	2.901677e+02
58	3	1	4.717949e+00	-1.315789e-01	2.885752e+02
58	4	1	-6.153846e-01	2.894737e-01	2.862655e+02
58	5	1	2.256410e+00	-2.631579e-02	2.901803e+02
58	6	1	2.051282e-01	1.842105e-01	2.870320e+02
58	7	1	1.025641e+00	7.894737e-02	2.899167e+02
59	1	3.897436e+00	NaN	NaN	2.005696e+02
59	2	4.307692e+00	NaN	NaN	2.023501e+02
59	3	1	-3.487179e+00	3.947368e-01	1.816240e+02
59	4	1	-4.307692e+00	4.473684e-01	1.830886e+02
59	5	1	-3.487179e+00	3.947368e-01	1.830794e+02
59	6	1	-2.256410e+00	3.421053e-01	1.841373e+02
59	7	1	-2.256410e+00	3.421053e-01	1.836420e+02
60	1	1.435897e+00	NaN	NaN	1.547353e+02
60	2	1.435897e+00	NaN	NaN	1.587215e+02
60	3	1	1.435897e+00	2.631579e-02	1.552012e+02
60	4	1	-2.051282e-01	1.842105e-01	1.565144e+02
60	5	1	-2.051282e-01	1.842105e-01	1.575937e+02
60	6	1	-2.051282e-01	1.842105e-01	1.563300e+02
60	7	1	-2.051282e-01	1.842105e-01	1.575411e+02
