subID,subCode,V1,V2,V3,sdV1,sdV2,sdV3,ID1,ID2,ID3,chosenItem,RT,larger,smaller,distractor
1,S01EL,0.75,1,0,0.353553390593274,0,0,25,4,9,2,1.958825211,1,0,0
1,S01EL,1,1,0,0,0,0,4,11,23,2,1.858379036,NaN,NaN,NaN
1,S01EL,0.5,0.75,0,0,0.353553390593274,0,21,22,27,2,1.55698892,1,0,0
1,S01EL,0.75,1,0.1,0.353553390593274,0,0.14142135623731,25,17,6,2,1.456644718,1,0,0
1,S01EL,0.25,0.5,0,0.353553390593274,0,0,12,21,7,2,1.389601312,1,0,0
1,S01EL,0.25,0.75,0,0.353553390593274,0.353553390593274,0,12,22,7,2,1.607132686,1,0,0
1,S01EL,0.5,1,0,0,0,0,21,11,16,2,2.076037479,1,0,0
1,S01EL,0.495,0.75,0.1,0.00707106781186548,0.353553390593274,0.14142135623731,30,25,6,2,2.025784689,1,0,0
1,S01EL,0.495,1,0,0.00707106781186548,0,0,30,17,19,2,1.155297046,1,0,0
1,S01EL,0.75,1,0,0.353553390593274,0,0,22,4,13,2,3.331657346,1,0,0
1,S01EL,0.25,0.5,0,0.353553390593274,0,0,12,24,1,2,1.238942494,1,0,0
1,S01EL,0.25,1,0,0.353553390593274,0,0,12,11,16,2,1.121715299,1,0,0
1,S01EL,1,1,0.1,0,0,0.14142135623731,4,17,6,2,1.657462025,NaN,NaN,NaN
1,S01EL,0.495,0.75,0,0.00707106781186548,0.353553390593274,0,30,25,19,2,1.406253008,1,0,0
1,S01EL,0.75,1,0,0.353553390593274,0,0,22,4,27,2,1.289123213,1,0,0
1,S01EL,0.25,0.75,0,0.353553390593274,0.353553390593274,0,12,22,23,2,1.305849504,1,0,0
1,S01EL,0.75,0.75,0,0.353553390593274,0.353553390593274,0,22,25,1,2,1.205424941,NaN,NaN,NaN
1,S01EL,0.495,0.5,0,0.00707106781186548,0,0,30,24,16,2,1.757891437,1,0,0
1,S01EL,0.25,1,0,0.353553390593274,0,0,12,11,9,2,1.054678268,1,0,0
1,S01EL,0.5,1,0,0,0,0,21,17,7,2,1.456458556,1,0,0
1,S01EL,0.495,0.75,0,0.00707106781186548,0.353553390593274,0,30,25,1,2,2.159714368,1,0,0
1,S01EL,0.495,1,0,0.00707106781186548,0,0,30,11,29,2,1.104987752,1,0,0
1,S01EL,0.5,1,0,0,0,0,21,11,27,2,1.272371701,1,0,0
1,S01EL,0.75,1,0,0.353553390593274,0,0,25,17,1,2,2.310312003,1,0,0
1,S01EL,0.75,1,0,0.353553390593274,0,0,22,4,16,2,2.126348953,1,0,0
1,S01EL,0.5,0.75,0,0,0.353553390593274,0,24,25,13,1,2.461058842,0,1,0
1,S01EL,0.75,0.75,0,0.353553390593274,0.353553390593274,0,22,25,27,2,7.533895914,NaN,NaN,NaN
1,S01EL,0.5,1,0,0,0,0,15,11,16,2,1.389580536,1,0,0
1,S01EL,0.5,0.75,0,0,0.353553390593274,0,24,22,27,1,1.540278652,0,1,0
1,S01EL,0.5,1,0,0,0,0,21,17,29,2,1.00448969,1,0,0
1,S01EL,0.5,0.5,0,0,0,0,15,21,16,1,0.971209826,NaN,NaN,NaN
1,S01EL,0.25,0.5,0,0.353553390593274,0,0,12,15,7,2,1.289142458,1,0,0
1,S01EL,0.495,0.5,0,0.00707106781186548,0,0,30,15,16,2,1.104962163,1,0,0
1,S01EL,0.5,0.75,0,0,0.353553390593274,0,24,22,13,1,2.762444734,0,1,0
1,S01EL,0.5,0.75,0,0,0.353553390593274,0,15,22,27,1,1.891932673,0,1,0
1,S01EL,0.25,0.5,0,0.353553390593274,0,0,12,15,1,2,1.138622271,1,0,0
1,S01EL,0.25,0.5,0,0.353553390593274,0,0,12,15,23,2,1.054751117,1,0,0
1,S01EL,0.495,0.5,0,0.00707106781186548,0,0,30,15,23,2,1.238909819,1,0,0
1,S01EL,0.5,0.75,0,0,0.353553390593274,0,24,22,7,1,1.724462624,0,1,0
2,S02SU,2.5,2.675,2.25,0.14142135623731,0.176776695296637,0.0707106781186545,3,17,1,2,6.310890298,1,0,0
2,S02SU,2.45,2.575,2.2,0.0707106781186548,0.0353553390593276,0.424264068711929,13,25,20,2,8.337627821,1,0,0
2,S02SU,2.425,2.5,2.35,0.0353553390593276,0.0707106781186545,0,12,21,23,2,9.509289253,1,0,0
2,S02SU,2.5,2.5,2.25,0.14142135623731,0.0707106781186545,0.0707106781186545,3,21,1,2,5.625309046,NaN,NaN,NaN
2,S02SU,2.425,2.5,1.7,0.0353553390593276,0.0707106781186545,0,26,21,27,2,3.164258199,1,0,0
2,S02SU,2.375,2.5,2.35,0.0353553390593273,0,0,19,2,23,2,3.633025198,1,0,0
2,S02SU,2.5,2.575,1.625,0,0.0353553390593276,0.106066017177982,16,25,28,1,6.194440504,0,1,0
2,S02SU,2.425,2.675,2.075,0.0353553390593276,0.176776695296637,0.459619407771256,26,17,8,2,5.692145601,1,0,0
2,S02SU,2.425,2.5,2.275,0.0353553390593276,0,0.0353553390593273,26,16,24,2,3.549295687,1,0,0
2,S02SU,2.425,2.5,1.95,0.0353553390593276,0.14142135623731,0.353553390593274,12,3,7,2,4.503446803,1,0,0
2,S02SU,2.5,2.575,2.25,0,0.0353553390593276,0.0707106781186545,2,25,1,1,3.88416913,0,1,0
2,S02SU,2.425,2.575,1.7,0.0353553390593276,0.0353553390593276,0,12,25,27,2,2.260148838,1,0,0
2,S02SU,2.375,2.675,2.3,0.0353553390593273,0.176776695296637,0.141421356237309,19,17,14,2,2.461072742,1,0,0
2,S02SU,2.375,2.5,0.5,0.0353553390593273,0,0,19,16,9,2,3.850637634,1,0,0
2,S02SU,2.5,2.5,2.35,0,0.0707106781186545,0,16,21,23,2,3.080560623,NaN,NaN,NaN
2,S02SU,2.425,2.5,1.95,0.0353553390593276,0.0707106781186545,0.353553390593274,12,21,7,2,2.176381536,1,0,0
2,S02SU,2.425,2.5,2.3,0.0353553390593276,0.14142135623731,0.141421356237309,26,3,14,2,4.654302993,1,0,0
2,S02SU,2.375,2.5,1.625,0.0353553390593273,0,0.106066017177982,19,16,28,2,2.862894476,1,0,0
2,S02SU,2.425,2.5,1.625,0.0353553390593276,0.0707106781186545,0.106066017177982,12,21,28,2,2.946470518,1,0,0
2,S02SU,2.425,2.675,2.25,0.0353553390593276,0.176776695296637,0.0707106781186545,26,17,1,2,2.461085506,1,0,0
2,S02SU,2.45,2.675,1.7,0.0707106781186548,0.176776695296637,0,13,17,27,2,3.750225848,1,0,0
2,S02SU,2.45,2.5,2.075,0.0707106781186548,0.0707106781186545,0.459619407771256,13,21,8,1,4.838432459,0,1,0
2,S02SU,2.45,2.5,1.7,0.0707106781186548,0,0,13,16,27,2,5.173394768,1,0,0
2,S02SU,2.425,2.675,1.7,0.0353553390593276,0.176776695296637,0,12,17,27,2,2.410763944,1,0,0
2,S02SU,2.5,2.675,2.35,0,0.176776695296637,0,16,17,23,2,2.762423257,1,0,0
2,S02SU,2.425,2.5,2.075,0.0353553390593276,0,0.459619407771256,26,16,8,2,3.499105879,1,0,0
2,S02SU,2.425,2.575,1.625,0.0353553390593276,0.0353553390593276,0.106066017177982,12,25,28,2,3.515823116,1,0,0
