subID	modeli	name	Mp	wp	scl	nll	nllsd	success	iterations
16	1	McFadden	1.05857169267256	NaN	NaN	106.310113770843	0.0177300815924446	2	13
16	2	LinearDistrb	0.714645845472091	NaN	1.15057105615815	104.153146430016	0.0212509581865285	1	27
16	3	DN	1.0834057033062	0	NaN	106.305685594228	0.0187723556144259	2	22
16	4	dDNb	3.09228198602796e-11	0.0875763119986004	1.0751269845794	103.775004218815	0.0198430443399392	1	26
16	5	dDNd	0.133949611335993	0.0754196532070637	1.0579780459404	103.984002018971	0.0255143887908363	1	23
17	1	McFadden	5.3505859375	NaN	NaN	261.52216561266	0.0275468101115731	1	20
17	2	LinearDistrb	2.27080917358398	NaN	0.157040023803711	255.081141901175	0.0276182912692916	1	23
17	3	DN	0.009033203125	0.24951171875	NaN	253.577130570702	0.0245072824728177	2	11
17	4	dDNb	5.71122154724435e-06	0.244137031777791	2.8696177742038e-05	253.602388503347	0.023989284663885	1	22
17	5	dDNd	0.000591116701798455	0.247124015263307	0.276681993311922	253.558444945916	0.0255250649758183	1	26
18	1	McFadden	3.3203125	NaN	NaN	244.415031595558	0.0319854074626443	2	13
18	2	LinearDistrb	0.00072479248046875	NaN	2.79314422607422	203.608025828988	0.0235859202851163	2	14
18	3	DN	4.88758087158203e-06	0.183141708374023	NaN	213.589921859703	0.0213131291977706	1	22
18	4	dDNb	9.31322574615479e-08	0.00195404849946501	2.36644749939442	201.229927598145	0.0265965187516011	2	23
18	5	dDNd	0.00448307745534748	0.00592171579394285	2.36600762851135	201.539773566546	0.0271215117388459	1	34
19	1	McFadden	0.541081049013883	NaN	NaN	115.077485250195	0.0181564717345867	1	21
19	2	LinearDistrb	0.539411866085686	NaN	9.06368171627037e-07	115.076181544523	0.0216276646764359	1	23
19	3	DN	0.540929034163128	0	NaN	115.094669420947	0.0219647725358253	1	19
19	4	dDNb	0.549079895019531	0	7.62939453125e-06	115.076169951805	0.0171501703869875	2	14
19	5	dDNd	0.539193373173475	0	0.126165919029154	115.083081565501	0.0188774083629935	1	25
20	1	McFadden	0.551959929522127	NaN	NaN	83.5779101449751	0.01589949938848	2	21
20	2	LinearDistrb	0.00113785266876221	NaN	1.69137279987335	69.327629083572	0.0136336591968589	2	20
20	3	DN	0.551841447899278	9.73020039964911e-05	NaN	83.6097939990868	0.0168269552913559	1	24
20	4	dDNb	4.61935997009277e-07	0	1.74108569324017	69.3404686085258	0.0106685667497216	2	19
20	5	dDNd	0.000884115695953369	0	1.7076955974102	69.3412384839739	0.013554657133435	1	29
21	1	McFadden	3.4169921875	NaN	NaN	248.800867196594	0.0260367994237126	2	13
21	2	LinearDistrb	0.856019020080566	NaN	7.62939453169409e-07	219.176091466865	0.0263734283305617	2	22
21	3	DN	0.85273002833128	0.00578659772872925	NaN	219.263758416159	0.0314536085207949	2	11
21	4	dDNb	0.8428955078125	0	4.88281249999556e-05	219.153835512002	0.0237371668216726	2	16
21	5	dDNd	0.846070590844192	0	0.08625157031438	219.173214687075	0.0322127267210728	1	36
22	1	McFadden	1.71074676513672	NaN	NaN	224.974664019801	0.0148967942565845	2	9
22	2	LinearDistrb	0.352826209595115	NaN	3.42819904427522	191.743961617937	0.0213340864208227	1	26
22	3	DN	1.9371509552002e-06	0.101353496313095	NaN	197.487847510263	0.0219907578465549	2	11
22	4	dDNb	0.291318432078697	0.0104752184357494	3.44146026319359	191.662642668757	0.0263655407495	1	22
22	5	dDNd	0.261147902463271	0.0165600894774431	3.17832702524542	191.681473223096	0.0293424283415146	1	19
23	1	McFadden	0.495535589419887	NaN	NaN	130.352182611943	0.0232133567394476	1	23
23	2	LinearDistrb	0.495386971597327	NaN	2.91038304567337e-11	130.367042448268	0.0179897032335282	1	25
23	3	DN	0.494488464843016	0	NaN	130.35090503544	0.0250758748229911	1	19
23	4	dDNb	0.497844923726007	0	2.91033863675239e-12	130.358636364098	0.0215173722829452	1	25
23	5	dDNd	0.497718811035156	0	0.0565683364868164	130.353540711525	0.0262798400459388	2	22
24	1	McFadden	0.980539372782914	NaN	NaN	179.820425414312	0.0221808509013676	2	22
24	2	LinearDistrb	0.970232374966145	NaN	0.0950878546806053	179.735217327026	0.023195219031006	1	18
24	3	DN	0.940738402307034	0.00103232711553569	NaN	179.813299494676	0.0312567018271317	2	19
24	4	dDNb	0.963347177952528	0	1.86264514923096e-09	179.822327908489	0.0263851229169157	1	23
24	5	dDNd	0.975074768066406	0	0.154609298706055	179.803689493887	0.0240305116069752	2	15
