subID	Model	randi	Mp0	wp0	scl0	Mp	wp	scl	nll	nllsd	success	iterations
2	2	32	23.437734	NaN	1.103867	0.229584	NaN	0.045436	40.671064	0.016419	2	15
2	2	4	62.270566	NaN	0.5046	0.231	NaN	0	40.662067	0.015088	2	18
2	2	21	17.555149	NaN	1.276881	0.320174	NaN	0.002828	44.89545	0.011704	2	16
2	2	38	58.560792	NaN	0.875499	0.202393	NaN	0.048828	40.492729	0.022433	2	18
2	2	17	68.977555	NaN	1.768228	0.219292	NaN	0.045119	40.506074	0.021685	1	17
2	2	1	78.307815	NaN	1.994411	0.226751	NaN	0.000001	40.59593	0.018287	2	17
2	2	19	71.630692	NaN	0.980777	0.21015	NaN	0	40.410627	0.020684	1	19
2	2	9	57.067195	NaN	1.52295	0.20919	NaN	0.000008	40.436983	0.020619	2	18
2	2	15	92.576987	NaN	0.832562	0.225996	NaN	0.000001	40.562881	0.01917	2	15
2	2	35	17.507413	NaN	1.691362	0.184354	NaN	0.308102	41.992518	0.027236	1	19
2	2	18	57.675545	NaN	0.364931	0.217463	NaN	0	40.430745	0.015927	2	19
2	2	25	16.562269	NaN	1.048288	0.206483	NaN	0.000801	40.441126	0.021998	1	18
2	2	27	41.367271	NaN	0.712566	0.226926	NaN	0.002586	40.585329	0.020565	2	20
2	2	7	35.971311	NaN	0.487319	0.210475	NaN	0.032232	40.4686	0.022	1	19
2	2	5	86.59742	NaN	0.434626	0.223541	NaN	0.000049	40.547126	0.015205	1	22
2	2	24	23.264671	NaN	1.421568	0.200896	NaN	0.210066	41.069439	0.02047	1	23
2	2	29	50.751685	NaN	1.045504	0.209233	NaN	0.041055	40.425958	0.017243	1	21
2	2	37	99.306215	NaN	0.842021	0.221106	NaN	0	40.515902	0.017036	1	20
2	2	13	28.618597	NaN	1.200497	0.208246	NaN	0.03285	40.39654	0.020699	2	20
2	2	26	67.433672	NaN	1.62062	0.2178	NaN	0.007395	40.483212	0.019614	1	26
2	2	23	12.462515	NaN	1.046367	0.214817	NaN	0.018941	40.471963	0.017689	2	21
2	2	14	99.04446	NaN	0.390372	0.217593	NaN	0.000001	40.443173	0.02105	2	16
2	2	11	30.961116	NaN	0.754038	0.200622	NaN	0.001852	40.444464	0.02774	2	22
2	2	34	58.984382	NaN	0.323425	0.183603	NaN	0.062994	40.939629	0.029892	1	27
2	2	31	31.795032	NaN	0.230147	0.210576	NaN	0.010523	40.420832	0.023469	1	21
2	2	3	18.199191	NaN	1.741782	0.213778	NaN	0	40.44216	0.02353	2	24
2	2	36	38.371173	NaN	1.750143	0.149526	NaN	0.465622	44.234508	0.024352	1	19
2	2	8	81.698026	NaN	0.402626	0.219236	NaN	0.027838	40.487203	0.018362	1	23
2	2	22	92.163067	NaN	1.388494	0.208194	NaN	0.041045	40.42164	0.019673	1	25
2	2	12	23.060606	NaN	1.287662	0.203744	NaN	0.001668	40.44166	0.031956	1	22
2	2	6	54.083314	NaN	1.551724	0.2103	NaN	0	40.436395	0.025379	1	24
2	2	20	55.949786	NaN	1.923449	0.211154	NaN	0	40.434531	0.021527	1	22
2	2	39	2.569733	NaN	0.719919	0.204836	NaN	0.014993	40.477694	0.02212	1	30
2	2	28	81.312672	NaN	1.979969	0.145041	NaN	0.48829	44.672913	0.0207	1	25
2	2	16	3.968013	NaN	0.697189	0.182825	NaN	0.312767	42.08513	0.022517	1	39
2	2	40	66.942054	NaN	0.228276	0.202302	NaN	0.222248	41.236512	0.023196	1	33
2	2	33	60.633627	NaN	1.115799	0.18066	NaN	0.397672	43.276365	0.018195	1	47
2	3	19	95.541583	0.866654	NaN	0.002991	0.03559	NaN	41.208474	0.015539	2	15
2	3	17	31.965421	1.011389	NaN	0.223541	0	NaN	40.496449	0.016053	2	13
2	3	5	86.849004	0.766674	NaN	0.213628	0	NaN	40.425646	0.017041	2	16
2	3	29	66.098309	0.535472	NaN	0.192026	0	NaN	40.665962	0.034666	1	18
2	3	30	53.007971	0.872334	NaN	0.212943	0	NaN	40.414031	0.02047	1	17
2	3	11	99.487138	0.969732	NaN	0.000005	0.030966	NaN	40.894416	0.03075	2	17
2	3	37	10.426686	1.356337	NaN	0.000158	0.031488	NaN	40.925962	0.028923	2	17
2	3	2	46.562048	0.20295	NaN	0.226562	0	NaN	40.57341	0.020469	2	16
