subID	TimeConstraint	modeli	name	scl	eta	Mp	wp	nll	nllsd	success	iterations
38	1.5	2	dDNd	1	0.389035332389176	1	1	158.197061570855	0.0820064955124754	2	15
39	10	1	dDNb	1	0.215823364257813	1	1	138.859275404626	0.0922766227678852	2	13
39	10	2	dDNd	1	0.208879089355469	1	1	138.958126525171	0.0668762605898637	2	26
39	1.5	1	dDNb	1	0.214435374736786	1	1	130.853165203606	0.0765897750472134	2	19
39	1.5	2	dDNd	1	0.207591584324837	1	1	130.733117080432	0.0849411023777791	2	14
40	10	1	dDNb	1	0.103515625	1	1	56.0454432919225	0.0735850029983474	2	10
40	10	2	dDNd	1	0.08275146484375	1	1	54.1492580141928	0.0906999930558799	2	12
40	1.5	1	dDNb	1	0.247023963928223	1	1	95.7962426049557	0.0787875825038411	2	10
40	1.5	2	dDNd	1	0.24600043296814	1	1	95.9539214764465	0.0789196592000143	1	21
41	10	1	dDNb	1	0.409301113179754	1	1	170.488806552839	0.0582858714362727	2	19
41	10	2	dDNd	1	0.383744338057659	1	1	170.280758921465	0.0731823075995103	1	18
41	1.5	1	dDNb	1	0.464317137142643	1	1	177.907899425192	0.0751338235011398	1	19
41	1.5	2	dDNd	1	0.493425125849899	1	1	177.903527677011	0.0773270333344064	2	12
42	10	1	dDNb	1	0.130074000969489	1	1	106.841302660979	0.0789938357195683	2	19
42	10	2	dDNd	1	0.12724609375	1	1	107.781959997931	0.0703284786192617	2	10
42	1.5	1	dDNb	1	0.21509222984314	1	1	141.090128060028	0.10576144387268	2	16
42	1.5	2	dDNd	1	0.212453011972634	1	1	140.959618607093	0.0655413566407448	1	21
43	10	1	dDNb	1	0.272006440877158	1	1	164.093303688985	0.0855488374889084	1	26
43	10	2	dDNd	1	0.294799041748047	1	1	164.351079321422	0.0823520911373946	2	18
43	1.5	1	dDNb	1	0.16064453125	1	1	98.3595214835763	0.0907499031741002	2	9
43	1.5	2	dDNd	1	0.1664306640625	1	1	99.2463138035474	0.106284355103712	2	10
44	10	1	dDNb	1	0.19465843513608	1	1	122.71524628526	0.0988682421889505	1	21
44	10	2	dDNd	1	0.204934597015381	1	1	123.153027255787	0.083429180187519	2	9
44	1.5	1	dDNb	1	0.13427734375	1	1	96.5785645631737	0.0587512235186699	2	9
44	1.5	2	dDNd	1	0.12783203125	1	1	96.6441616088105	0.0721960926534228	2	10
45	10	1	dDNb	1	0.271986480802298	1	1	147.534824205575	0.0861330456226101	2	13
45	10	2	dDNd	1	0.266959363408387	1	1	147.273177943607	0.0648094760510507	2	14
45	1.5	1	dDNb	1	0.39139404296875	1	1	169.269828057796	0.0768338546757561	2	11
45	1.5	2	dDNd	1	0.397665054089157	1	1	169.126743963683	0.0782643454791354	2	20
46	10	1	dDNb	1	0.346143924386706	1	1	172.024231590574	0.0585234884346293	2	12
46	10	2	dDNd	1	0.340715858340263	1	1	167.78568138549	0.0860236111553311	1	21
46	1.5	1	dDNb	1	0.414946855604649	1	1	173.397559761743	0.0826653100284565	2	12
46	1.5	2	dDNd	1	0.438953471183777	1	1	172.043829309111	0.0612670558852307	2	19
47	10	1	dDNb	1	0.468111434578896	1	1	180.914768146559	0.0805428329583558	2	16
47	10	2	dDNd	1	0.480733802111354	1	1	180.011059210089	0.0847681101726996	1	20
47	1.5	1	dDNb	1	0.47875713808462	1	1	177.80503960759	0.0851982728087128	2	19
47	1.5	2	dDNd	1	0.466383128583451	1	1	177.159559532367	0.059409384207719	1	23
48	10	1	dDNb	1	0.134165549837053	1	1	131.747737795678	0.0551829772769514	2	15
48	10	2	dDNd	1	6.10351562496669e-06	1	1	131.747175924718	0.0504242785690039	2	10
48	1.5	1	dDNb	1	0.237548828125	1	1	133.155510119615	0.0828917678976265	2	13
48	1.5	2	dDNd	1	0.24835205078125	1	1	133.154318271263	0.0615482845742654	2	9
49	10	1	dDNb	1	0.547249813121744	1	1	158.680410324126	0.0670446381823044	1	23
49	10	2	dDNd	1	0.548734077905101	1	1	158.484670588946	0.0674836110123433	2	22
49	1.5	1	dDNb	1	0.629110717773438	1	1	163.771399576464	0.0670710082976904	2	11
49	1.5	2	dDNd	1	0.645739988344212	1	1	164.078983251224	0.0824928517182278	2	18
50	10	1	dDNb	1	0.109496307373047	1	1	106.091233619884	0.0771973403651016	2	13
50	10	2	dDNd	1	0.11083984375	1	1	107.810952710314	0.0850214175578181	2	10
50	1.5	1	dDNb	1	0.127515709950239	1	1	116.747568961537	0.0680930987881179	2	16
50	1.5	2	dDNd	1	0.1287109375	1	1	117.725894114357	0.0816829668704339	2	9
51	10	1	dDNb	1	0.328501871973276	1	1	114.163872547557	0.0912544496793405	2	13
51	10	2	dDNd	1	0.29754037335515	1	1	118.030319391394	0.0632879224279354	2	13
51	1.5	1	dDNb	1	0.313123750686645	1	1	100.531007298026	0.0660645718985841	2	14
51	1.5	2	dDNd	1	0.297189542651176	1	1	103.741104791485	0.0524169107217916	2	9
52	10	1	dDNb	1	0.245425384245925	1	1	164.436440869796	0.0838639728669413	1	31
52	10	2	dDNd	1	0.238021350651979	1	1	164.59411352586	0.0936173768001543	2	19
52	1.5	1	dDNb	1	0.491814231872559	1	1	181.067781439619	0.0874879954613491	2	18
52	1.5	2	dDNd	1	0.479006384937384	1	1	181.1846395368	0.0590804809838463	2	16
53	10	1	dDNb	1	0.121560668945312	1	1	64.2100873605259	0.0524566926994494	2	15
53	10	2	dDNd	1	0.101808166503906	1	1	65.215966199114	0.038831415334673	2	12
53	1.5	1	dDNb	1	0.154052734375	1	1	71.2660228157923	0.0728353635067732	1	18
53	1.5	2	dDNd	1	0.15452880859375	1	1	73.0841279597028	0.0697807000267008	2	13
54	10	1	dDNb	1	1.98315336108208	1	1	199.231566613462	0.0850437362067538	2	15
54	10	2	dDNd	1	1.92438578074798	1	1	199.25803908348	0.0880918361409811	2	16
54	1.5	1	dDNb	1	1.70861882371828	1	1	160.128644794213	0.0615185938049932	2	17
54	1.5	2	dDNd	1	1.72706296443939	1	1	160.097695433689	0.0749320065318551	2	19
55	10	1	dDNb	1	0.048740330338478	1	1	106.880199233061	0.0618983270908987	2	12
55	10	2	dDNd	1	7.32145854268063e-06	1	1	110.906745784046	0.0443117096477288	2	15
55	1.5	1	dDNb	1	0.0633969306945801	1	1	125.111709935399	0.0868169214108763	2	13
55	1.5	2	dDNd	1	0.000134277343749961	1	1	124.706280304855	0.0785040956554595	2	11
56	10	1	dDNb	1	0.038691246509552	1	1	127.484542734353	0.0667877889017858	1	26
56	10	2	dDNd	1	6.10351562499722e-05	1	1	134.803434609837	0.0721975813874713	2	12
56	1.5	1	dDNb	1	0.0197559684514999	1	1	100.072348470525	0.0499803274361545	2	11
56	1.5	2	dDNd	1	0.00020751953124995	1	1	112.166786173407	0.0551964323214278	2	10
57	10	1	dDNb	1	1.96255101356655	1	1	193.027224590258	0.0673940790655726	2	14
57	10	2	dDNd	1	1.99774563312531	1	1	193.695330459435	0.072115748146441	2	19
57	1.5	1	dDNb	1	1.97804368962534	1	1	183.329472117713	0.0851206925628008	2	17
57	1.5	2	dDNd	1	1.99999874239875	1	1	184.227637034901	0.0920259162620917	2	23
58	10	1	dDNb	1	0.0967999244574457	1	1	146.786923032572	0.0638450853548807	2	15
58	10	2	dDNd	1	0.0791259765625	1	1	144.369227136355	0.0509922051305218	2	11
58	1.5	1	dDNb	1	0.082366943359375	1	1	143.604464909865	0.0843827415322497	2	12
58	1.5	2	dDNd	1	0.0791609168052673	1	1	140.906996539394	0.0673204249620994	2	12
59	10	1	dDNb	1	0.000244140624999972	1	1	83.1432286721346	0.0572432213991535	2	10
59	10	2	dDNd	1	3.24249267574794e-06	1	1	83.1464166665426	0.0394671565940549	2	10
59	1.5	1	dDNb	1	0.174404976772348	1	1	100.550183534329	0.0705824949929252	1	20
59	1.5	2	dDNd	1	0.17547607421875	1	1	100.421872619187	0.0579829310345115	2	10
60	10	1	dDNb	1	0.000537109374999956	1	1	53.4688652320797	0.0471060252891033	2	11
60	10	2	dDNd	1	9.76562499999667e-05	1	1	54.9895893024126	0.0386060017397531	2	11
60	1.5	1	dDNb	1	0.1352138991846	1	1	94.5245740973554	0.0614991037001429	2	20
60	1.5	2	dDNd	1	0.134597778320312	1	1	94.5266098747733	0.0569156333628291	2	11
