subID	modeli	name	Mp	wp	nll	nllsd	success	iterations
24	5	dDNd	2.04890966415405e-08	0.105960603803396	114.693499529936	0.0185665927926884	1	21
25	1	McFadden	0.35806539436453	NaN	149.505797102971	0.0287584073361729	1	21
25	2	LinearDistrb	0.0906332433223724	NaN	136.241472139804	0.0239024375733681	2	11
25	3	DN	0.358954698021989	5.7690421817802e-05	149.540908762327	0.0253873083969226	2	24
25	4	dDNb	0.0690046846866608	0.00443814396858211	136.318170791888	0.0257520833953338	2	14
25	5	dDNd	0.077362060546875	0	136.301489448178	0.0246288605159069	2	14
26	1	McFadden	0.488122353330255	NaN	211.674840879313	0.0748056457376483	2	20
26	2	LinearDistrb	0.497506597617758	NaN	215.526508142319	0.0582291205943631	1	24
26	3	DN	0.48897048830986	0	211.595723354158	0.0612530858188821	2	11
26	4	dDNb	0.499053955078125	0	215.565463172457	0.0508413282405087	2	15
26	5	dDNd	0.493155875999946	0	215.54918769978	0.0538943304472792	2	18
27	1	McFadden	0.316207731759278	NaN	198.370962533344	0.0259508107593835	1	25
27	2	LinearDistrb	0.514095420389957	NaN	202.8270828767	0.0266720417551135	1	23
27	3	DN	0.0010986328125	0.02828369140625	198.357403943102	0.0203936500877715	2	18
27	4	dDNb	0.451195547357202	0.00520967468619349	202.806950586405	0.0214939785781593	1	19
27	5	dDNd	0.221781618893147	0.0302776455879211	202.815980605723	0.0235563535682857	2	23
28	1	McFadden	0.456908523258818	NaN	147.745136865936	0.0186719885618611	2	24
28	2	LinearDistrb	0.450567990541458	NaN	150.265530867174	0.0235592334869519	1	24
28	3	DN	0.461258246545185	7.49975220037946e-07	147.717252224132	0.0256254159670998	1	23
28	4	dDNb	0.432884216308594	0	150.283997467537	0.0266962097792578	2	17
28	5	dDNd	0.418303442245815	0.0022032634762581	150.25426759503	0.0220740564831638	2	20
29	1	McFadden	2.68611168861389	NaN	272.681676062541	0.02598207407263	2	16
29	2	LinearDistrb	2.11689114570618	NaN	272.678409186936	0.0351761574559263	1	24
29	3	DN	2.41274261474609	0	272.653924052214	0.0300542347266993	2	14
29	4	dDNb	2.47106170654297	0	272.612878977177	0.0323847033452626	1	23
29	5	dDNd	2.87294261902571	0	272.722073393799	0.0227673444684655	2	21
30	1	McFadden	0.563223792152712	NaN	186.160373000363	0.0261401754288104	1	18
30	2	LinearDistrb	0.549115300178528	NaN	187.122109951592	0.0218114882803918	2	19
30	3	DN	4.76837158203125e-07	0.129392147064209	183.355556061838	0.0310744595995012	2	17
30	4	dDNb	2.27373675443232e-13	0.114987869688775	181.678209243398	0.0275260891440522	1	18
30	5	dDNd	4.76837158203125e-07	0.116315078735352	181.679295330845	0.0272541430296256	2	16
