subID	TimeConstraint	modeli	name	scl	eta	Mp	wp	nll	nllsd	success	iterations
1	10	1	dDNb	1	0.0792524873026195	1	1	19.9568690441986	0.00249708054492358	2	12
1	1.5	1	dDNb	1	0.452564251422882	1	1	22.6576262477234	0.00412425778861877	2	12
2	10	1	dDNb	1	0.182291112697385	1	1	19.1127831238565	0.00227020549724494	2	12
2	1.5	1	dDNb	1	0.231689453125	1	1	20.3005453916607	0.00212685599082166	2	11
3	10	1	dDNb	1	0.0943411711923545	1	1	18.5987233664766	0.00164176071490656	2	11
3	1.5	1	dDNb	1	0.260457611083984	1	1	20.7889202602958	0.00356440485145107	2	11
4	10	1	dDNb	1	0.10905430057137	1	1	16.3514711616832	0.00241142786150706	2	12
4	1.5	1	dDNb	1	0.137921142578125	1	1	16.2245095545701	0.00251974356045677	2	11
5	10	1	dDNb	1	1.74570326971768e-06	1	1	16.8679691715989	0.00203316688429483	1	18
5	1.5	1	dDNb	1	9.76562499999667e-05	1	1	19.3254743859949	0.00290431764875218	2	11
6	10	1	dDNb	1	0.324262657956569	1	1	19.2874366258136	0.00205931809838178	2	11
6	1.5	1	dDNb	1	0.75129965684464	1	1	19.9024796533638	0.00287343479432142	2	14
7	10	1	dDNb	1	0.0813818247275776	1	1	18.0486753399358	0.00307473884756007	2	12
7	1.5	1	dDNb	1	0.0835949680651538	1	1	17.0087775415719	0.00189157135346119	2	12
8	10	1	dDNb	1	0.0388287677183854	1	1	17.8914662262595	0.00252028896156649	2	14
8	1.5	1	dDNb	1	0.0746252675191499	1	1	18.3066301524125	0.00265063525315341	2	14
9	10	1	dDNb	1	0.0657066345214843	1	1	18.1658445300521	0.00113937658054505	2	11
9	1.5	1	dDNb	1	0.113230594732886	1	1	20.6912554494506	0.0029395087525396	2	13
10	10	1	dDNb	1	0.090458707228754	1	1	19.2022079273096	0.00213076673802258	2	12
10	1.5	1	dDNb	1	0.172970283031464	1	1	21.4079192168801	0.00413838826578532	2	10
11	10	1	dDNb	1	1.99985158811323	1	1	19.4630199132538	0.00123543961765213	2	10
11	1.5	1	dDNb	1	1.25063399672508	1	1	19.4981870252722	0.0017535244142178	2	11
12	10	1	dDNb	1	1.99999268054962	1	1	31.3174414460099	0.00802500537708708	2	10
12	1.5	1	dDNb	1	1.99999674587743	1	1	46.1318513329765	0.0124238799419618	2	12
13	10	1	dDNb	1	1.99999943985604	1	1	23.9093791446332	0.00524262352849763	2	10
13	1.5	1	dDNb	1	1.99999924749136	1	1	23.0947999156257	0.00641781796936139	2	10
14	10	1	dDNb	1	0.0712967170285992	1	1	17.7800096354219	0.00282929962231411	2	13
14	1.5	1	dDNb	1	0.137435913085938	1	1	19.4708337662952	0.00312241909703292	2	11
15	10	1	dDNb	1	0.801227157190442	1	1	20.120231708612	0.00225025325747857	2	11
15	1.5	1	dDNb	1	0.542656360572437	1	1	20.3927019538552	0.00257886844401662	2	10
16	10	1	dDNb	1	0.0697773532832798	1	1	21.8202972461244	0.00367834882142952	2	13
16	1.5	1	dDNb	1	0.0195549011230468	1	1	22.0203045614967	0.00346826773813479	2	13
17	10	1	dDNb	1	0.230768203735352	1	1	20.3607172594223	0.00319117486193453	2	10
17	1.5	1	dDNb	1	0.223550799489021	1	1	19.6212053202513	0.00250281259682635	2	11
18	10	1	dDNb	1	0.19893913467422	1	1	18.7594894334142	0.00281978120847856	2	11
18	1.5	1	dDNb	1	0.486583667388186	1	1	22.2347205891052	0.00406770487962394	2	11
19	10	1	dDNb	1	0.111455524712801	1	1	20.9405819284943	0.00262493263853748	2	12
19	1.5	1	dDNb	1	0.15090160369873	1	1	19.9220989300816	0.00265807966332209	2	9
20	10	1	dDNb	1	1.99999946653843	1	1	19.6603487194608	0.00372561355083694	2	10
20	1.5	1	dDNb	1	0.576903587323613	1	1	20.3571257124264	0.00317808528570015	2	12
21	10	1	dDNb	1	1.99999638954178	1	1	30.6993584906168	0.00695676691551884	2	12
21	1.5	1	dDNb	1	1.99999923540745	1	1	25.2573037135988	0.00535953590647054	2	12
22	10	1	dDNb	1	0.325168871879578	1	1	18.0625033025121	0.00316439801025618	2	11
22	1.5	1	dDNb	1	0.305833435058594	1	1	19.2810421385744	0.00252552196920067	2	10
23	10	1	dDNb	1	0.0927761875796932	1	1	17.0715065210769	0.00141220556975161	2	12
23	1.5	1	dDNb	1	0.176958993123844	1	1	19.3800180530455	0.00294262795411463	2	10
24	10	1	dDNb	1	1.99999874010682	1	1	23.5223257694466	0.00505848837481381	2	11
24	1.5	1	dDNb	1	1.99969615097289	1	1	19.756540002887	0.00222767569825137	2	11
25	10	1	dDNb	1	0.154764449596405	1	1	20.3013237053107	0.00398431273716768	2	10
25	1.5	1	dDNb	1	0.252668141858885	1	1	19.7747206436911	0.00308853459055186	2	12
26	10	1	dDNb	1	0.0473480930784717	1	1	15.1585016541918	0.003470150383459	2	16
26	1.5	1	dDNb	1	0.107470243691932	1	1	17.8076574271114	0.00402893972279744	2	11
27	10	1	dDNb	1	0.455389833450317	1	1	18.6792478944805	0.00145054231819153	2	11
27	1.5	1	dDNb	1	1.99999894015491	1	1	20.260602178989	0.00370713629875262	2	10
28	10	1	dDNb	1	0.113322440276613	1	1	18.4821610193166	0.00242374125088082	2	12
28	1.5	1	dDNb	1	0.0922781503992155	1	1	17.6241648469241	0.00196204084157569	2	12
29	10	1	dDNb	1	0.137699127197266	1	1	19.4473491675343	0.00225255830036104	2	10
29	1.5	1	dDNb	1	0.169049644470215	1	1	19.6452610785152	0.00269549584870327	2	11
30	10	1	dDNb	1	0.234972408192698	1	1	20.0425451499222	0.00363947873765526	2	10
30	1.5	1	dDNb	1	0.382737357855012	1	1	19.7735981617639	0.00194580935867132	2	11
31	10	1	dDNb	1	1.99999990463257	1	1	22.82734472892	0.00605564595890212	2	12
31	1.5	1	dDNb	1	1.99999811425805	1	1	22.6552074797109	0.00560520724831858	2	15
32	10	1	dDNb	1	0.504745268810802	1	1	20.7109460676683	0.00301048317948781	2	11
32	1.5	1	dDNb	1	1.09158495664597	1	1	25.8016396921758	0.00695291506172906	2	13
33	10	1	dDNb	1	1.43625812424416	1	1	20.7686662161385	0.00302025033552296	2	13
33	1.5	1	dDNb	1	0.536375377327204	1	1	20.7559441488111	0.00533528185379355	2	9
34	10	1	dDNb	1	0.310025011139805	1	1	18.3423841158192	0.00145770065734953	2	9
34	1.5	1	dDNb	1	0.185148868151009	1	1	18.9507708299254	0.0028513872695033	2	10
35	10	1	dDNb	1	0.0868007404729724	1	1	18.1077059766858	0.00248507370234132	2	11
