subID	modeli	name	eta	Mp	wp	nll	nllsd	success	iterations
15	5	dDNb	1	4.73022461022765e-05	0.478913879394531	321.945507993841	0.0357539261421579	2	15
15	6	dDNc	1	0.000799560546880684	0.469268798828125	320.222706681936	0.033668538884085	2	16
15	7	dDNd	1	2.86102299185131e-07	0.483309173583984	321.965412847993	0.0224681984053882	2	14
16	1	McFadden	14.1611184440553	NaN	NaN	333.434336599755	0.0386004061623256	2	13
16	2	Model2	13.67685546875	NaN	NaN	334.07622800719	0.0341035308442716	2	12
16	3	DN	1	33.0857330426574	-0.53082890175283	330.403731708079	0.0333999450561457	2	19
16	4	dDNa	1	30.7861460621727	-0.528703623790352	328.216186136122	0.0333275214119266	2	16
16	5	dDNb	1	29.6049768230155	-0.48852102415741	330.690376218174	0.0286815607646207	2	18
16	6	dDNc	1	30.3240495681763	-0.513711810112	328.170422576535	0.0289868454028928	2	19
16	7	dDNd	1	30.6103986830451	-0.506132798781619	330.698426618501	0.0425551211657856	2	16
17	1	McFadden	40.4781718714579	NaN	NaN	260.852853423297	0.0352453837075362	1	24
17	2	Model2	40.7780068635941	NaN	NaN	260.764263594358	0.0293068401781507	2	16
17	3	DN	1	1.06170858771293e-08	0.327594636043068	245.883694791299	0.044434455195983	2	11
17	4	dDNa	1	0.000799560546880684	0.326995849609375	249.340735551316	0.0333236492159694	2	13
17	5	dDNb	1	3.52926576852042e-11	0.329439294984877	247.493468655182	0.0296215017884074	2	18
17	6	dDNc	1	2.00817140694198e-09	0.332161700070719	249.376659451711	0.0228588475890904	1	18
17	7	dDNd	1	4.73022461022765e-05	0.333484649658203	247.461678324269	0.0272186135301903	2	15
18	1	McFadden	45.885546875	NaN	NaN	243.669773798808	0.0394982981945401	2	13
18	2	Model2	45.8106323037602	NaN	NaN	244.66713128088	0.0327926626715483	1	20
18	3	DN	1	17.255513496697	0.242510187625885	242.425708164768	0.0337360619543499	2	11
18	4	dDNa	1	5.07394726276398	0.343939411640167	241.942784112236	0.034995090365446	2	11
18	5	dDNb	1	20.7997659921646	0.209003078937531	243.424294606465	0.0363934667202407	2	18
18	6	dDNc	1	3.41360511951498	0.358980355822132	241.946116526689	0.0290407097619034	1	22
18	7	dDNd	1	19.508442074433	0.219611345976591	243.351978399302	0.0438992098705753	2	11
19	1	McFadden	2.93618782570314	NaN	NaN	224.240399570496	0.0344764638002366	2	19
19	2	Model2	2.46331664957275	NaN	NaN	223.514525411919	0.0364946276044368	2	18
19	3	DN	1	4.74723722189665	-0.191807428747416	222.500667567867	0.0382767364818228	2	17
19	4	dDNa	1	4.25448507778347	-0.23433864954859	217.562266369898	0.0300509535323869	2	11
19	5	dDNb	1	4.3985008140035	-0.237360164336053	220.647320747897	0.047213953807721	1	21
19	6	dDNc	1	4.25181586707477	-0.237925083993469	217.777709843163	0.0466906692663343	1	26
