subID	TimeConstraint	Model	randi	scl0	eta0	Mp0	wp0	scl	eta	Mp	wp	nll	nllsd	success	iterations
1.000000	10.000000	1.000000	18.000000	1.000000	0.378436	1.000000	1.000000	1.000000	0.103516	1.000000	1.000000	115.139578	0.108312	2.000000	10.000000
1.000000	10.000000	1.000000	9.000000	1.000000	0.287344	1.000000	1.000000	1.000000	0.125932	1.000000	1.000000	117.087092	0.088724	2.000000	12.000000
1.000000	10.000000	1.000000	39.000000	1.000000	0.160094	1.000000	1.000000	1.000000	0.129205	1.000000	1.000000	117.320522	0.096820	2.000000	12.000000
1.000000	10.000000	1.000000	23.000000	1.000000	0.116201	1.000000	1.000000	1.000000	0.118640	1.000000	1.000000	116.367525	0.073796	2.000000	11.000000
1.000000	10.000000	1.000000	3.000000	1.000000	0.313131	1.000000	1.000000	1.000000	0.096503	1.000000	1.000000	115.151218	0.111788	2.000000	13.000000
1.000000	10.000000	1.000000	24.000000	1.000000	0.396771	1.000000	1.000000	1.000000	0.100538	1.000000	1.000000	116.152207	0.999540	2.000000	12.000000
1.000000	10.000000	1.000000	37.000000	1.000000	0.276646	1.000000	1.000000	1.000000	0.119043	1.000000	1.000000	116.428304	0.097854	2.000000	14.000000
1.000000	10.000000	1.000000	34.000000	1.000000	0.387630	1.000000	1.000000	1.000000	0.113815	1.000000	1.000000	115.956102	0.111321	2.000000	14.000000
1.000000	10.000000	1.000000	8.000000	1.000000	0.225255	1.000000	1.000000	1.000000	0.094812	1.000000	1.000000	115.857960	0.982802	2.000000	14.000000
1.000000	10.000000	1.000000	26.000000	1.000000	0.111443	1.000000	1.000000	1.000000	0.091167	1.000000	1.000000	114.688083	0.146480	2.000000	13.000000
1.000000	10.000000	1.000000	25.000000	1.000000	0.272673	1.000000	1.000000	1.000000	0.098922	1.000000	1.000000	115.958789	0.983484	2.000000	17.000000
1.000000	10.000000	1.000000	20.000000	1.000000	0.144480	1.000000	1.000000	1.000000	0.095410	1.000000	1.000000	116.554627	1.399365	1.000000	17.000000
1.000000	10.000000	1.000000	10.000000	1.000000	0.210978	1.000000	1.000000	1.000000	0.120609	1.000000	1.000000	116.418488	0.098362	1.000000	17.000000
1.000000	10.000000	1.000000	27.000000	1.000000	0.318768	1.000000	1.000000	1.000000	0.110123	1.000000	1.000000	115.829845	0.088691	2.000000	18.000000
1.000000	10.000000	1.000000	19.000000	1.000000	0.144052	1.000000	1.000000	1.000000	0.106501	1.000000	1.000000	115.509258	0.096682	1.000000	18.000000
1.000000	10.000000	1.000000	16.000000	1.000000	0.292340	1.000000	1.000000	1.000000	0.098755	1.000000	1.000000	116.152850	0.994981	2.000000	18.000000
1.000000	10.000000	1.000000	31.000000	1.000000	0.151307	1.000000	1.000000	1.000000	0.114941	1.000000	1.000000	116.072560	0.102892	1.000000	18.000000
1.000000	10.000000	1.000000	13.000000	1.000000	0.258309	1.000000	1.000000	1.000000	0.121973	1.000000	1.000000	116.830437	0.117192	1.000000	21.000000
1.000000	10.000000	1.000000	5.000000	1.000000	0.270224	1.000000	1.000000	1.000000	0.105885	1.000000	1.000000	115.359783	0.096905	2.000000	17.000000
1.000000	10.000000	1.000000	38.000000	1.000000	0.389803	1.000000	1.000000	1.000000	0.155508	1.000000	1.000000	120.285800	0.077086	1.000000	22.000000
1.000000	10.000000	1.000000	1.000000	1.000000	0.302315	1.000000	1.000000	1.000000	0.105509	1.000000	1.000000	115.437484	0.115102	1.000000	22.000000
1.000000	10.000000	1.000000	7.000000	1.000000	0.307723	1.000000	1.000000	1.000000	0.101512	1.000000	1.000000	115.319716	0.104280	2.000000	18.000000
1.000000	10.000000	1.000000	4.000000	1.000000	0.102352	1.000000	1.000000	1.000000	0.103386	1.000000	1.000000	115.412127	0.124660	2.000000	17.000000
1.000000	10.000000	1.000000	30.000000	1.000000	0.224396	1.000000	1.000000	1.000000	0.126660	1.000000	1.000000	117.023248	0.073815	1.000000	22.000000
1.000000	10.000000	1.000000	12.000000	1.000000	0.115638	1.000000	1.000000	1.000000	0.109668	1.000000	1.000000	115.838999	0.096035	2.000000	26.000000
1.000000	10.000000	1.000000	28.000000	1.000000	0.210404	1.000000	1.000000	1.000000	0.116992	1.000000	1.000000	116.300497	0.107829	1.000000	20.000000
1.000000	10.000000	1.000000	36.000000	1.000000	0.155098	1.000000	1.000000	1.000000	0.110254	1.000000	1.000000	115.865830	0.118031	1.000000	21.000000
1.000000	10.000000	1.000000	35.000000	1.000000	0.191023	1.000000	1.000000	1.000000	0.095300	1.000000	1.000000	115.760622	0.981927	1.000000	24.000000
1.000000	10.000000	1.000000	33.000000	1.000000	0.242652	1.000000	1.000000	1.000000	0.142508	1.000000	1.000000	118.839774	0.084065	2.000000	20.000000
1.000000	10.000000	1.000000	40.000000	1.000000	0.379585	1.000000	1.000000	1.000000	0.149466	1.000000	1.000000	119.529319	0.061355	1.000000	23.000000
1.000000	10.000000	1.000000	32.000000	1.000000	0.347195	1.000000	1.000000	1.000000	0.136035	1.000000	1.000000	118.145883	0.074913	1.000000	26.000000
1.000000	10.000000	1.000000	21.000000	1.000000	0.117731	1.000000	1.000000	1.000000	0.127111	1.000000	1.000000	117.206783	0.099424	2.000000	22.000000
1.000000	10.000000	1.000000	14.000000	1.000000	0.130809	1.000000	1.000000	1.000000	0.102637	1.000000	1.000000	116.250168	0.992830	1.000000	34.000000
1.000000	10.000000	1.000000	2.000000	1.000000	0.255839	1.000000	1.000000	1.000000	0.107587	1.000000	1.000000	116.720673	0.996206	1.000000	38.000000
1.000000	10.000000	1.000000	17.000000	1.000000	0.222752	1.000000	1.000000	1.000000	0.112305	1.000000	1.000000	115.966190	0.096996	2.000000	34.000000
1.000000	10.000000	1.000000	6.000000	1.000000	0.143126	1.000000	1.000000	1.000000	0.114620	1.000000	1.000000	116.062453	0.080974	1.000000	34.000000
1.000000	10.000000	1.000000	11.000000	1.000000	0.382103	1.000000	1.000000	1.000000	0.105261	1.000000	1.000000	115.333874	0.119856	2.000000	23.000000
1.000000	10.000000	1.000000	29.000000	1.000000	0.102235	1.000000	1.000000	1.000000	0.108294	1.000000	1.000000	115.662833	0.106711	1.000000	27.000000
1.000000	10.000000	1.000000	15.000000	1.000000	0.168517	1.000000	1.000000	1.000000	0.102827	1.000000	1.000000	115.318176	0.141033	2.000000	41.000000
1.000000	10.000000	1.000000	22.000000	1.000000	0.228377	1.000000	1.000000	1.000000	0.104376	1.000000	1.000000	115.388295	0.116955	2.000000	24.000000
1.000000	10.000000	2.000000	23.000000	1.000000	0.317618	1.000000	1.000000	1.000000	0.114648	1.000000	1.000000	117.471405	1.010969	2.000000	12.000000
1.000000	10.000000	2.000000	25.000000	1.000000	0.178719	1.000000	1.000000	1.000000	0.105145	1.000000	1.000000	116.903975	0.988059	2.000000	12.000000
1.000000	10.000000	2.000000	1.000000	1.000000	0.179991	1.000000	1.000000	1.000000	0.094193	1.000000	1.000000	116.089123	0.977565	2.000000	12.000000
1.000000	10.000000	2.000000	39.000000	1.000000	0.321417	1.000000	1.000000	1.000000	0.103873	1.000000	1.000000	115.682979	0.099539	2.000000	11.000000
1.000000	10.000000	2.000000	10.000000	1.000000	0.231820	1.000000	1.000000	1.000000	0.126303	1.000000	1.000000	117.410712	0.102409	2.000000	11.000000
1.000000	10.000000	2.000000	11.000000	1.000000	0.186479	1.000000	1.000000	1.000000	0.122394	1.000000	1.000000	117.108781	0.108282	2.000000	12.000000
1.000000	10.000000	2.000000	27.000000	1.000000	0.170515	1.000000	1.000000	1.000000	0.117800	1.000000	1.000000	116.727561	0.101003	2.000000	13.000000
1.000000	10.000000	2.000000	21.000000	1.000000	0.209849	1.000000	1.000000	1.000000	0.114319	1.000000	1.000000	116.194014	0.077368	2.000000	11.000000
1.000000	10.000000	2.000000	8.000000	1.000000	0.228958	1.000000	1.000000	1.000000	0.116445	1.000000	1.000000	116.709732	0.108415	2.000000	13.000000
1.000000	10.000000	2.000000	13.000000	1.000000	0.350516	1.000000	1.000000	1.000000	0.113616	1.000000	1.000000	116.243774	0.092066	2.000000	14.000000
1.000000	10.000000	2.000000	6.000000	1.000000	0.364736	1.000000	1.000000	1.000000	0.106681	1.000000	1.000000	116.765722	0.994697	2.000000	12.000000
1.000000	10.000000	2.000000	40.000000	1.000000	0.398221	1.000000	1.000000	1.000000	0.112021	1.000000	1.000000	116.232258	0.093338	2.000000	11.000000
1.000000	10.000000	2.000000	36.000000	1.000000	0.106868	1.000000	1.000000	1.000000	0.116219	1.000000	1.000000	116.597749	0.118964	2.000000	12.000000
1.000000	10.000000	2.000000	28.000000	1.000000	0.254151	1.000000	1.000000	1.000000	0.116390	1.000000	1.000000	116.531533	0.096064	2.000000	12.000000
1.000000	10.000000	2.000000	35.000000	1.000000	0.155923	1.000000	1.000000	1.000000	0.102012	1.000000	1.000000	115.551176	0.135568	2.000000	12.000000
1.000000	10.000000	2.000000	31.000000	1.000000	0.159364	1.000000	1.000000	1.000000	0.126248	1.000000	1.000000	117.560028	0.092017	2.000000	14.000000
1.000000	10.000000	2.000000	30.000000	1.000000	0.393036	1.000000	1.000000	1.000000	0.108372	1.000000	1.000000	116.922932	1.006353	2.000000	12.000000
1.000000	10.000000	2.000000	2.000000	1.000000	0.118198	1.000000	1.000000	1.000000	0.103280	1.000000	1.000000	115.586012	0.131934	2.000000	15.000000
1.000000	10.000000	2.000000	29.000000	1.000000	0.198866	1.000000	1.000000	1.000000	0.102589	1.000000	1.000000	118.532821	1.653658	2.000000	15.000000
1.000000	10.000000	2.000000	14.000000	1.000000	0.215537	1.000000	1.000000	1.000000	0.134579	1.000000	1.000000	118.174741	0.073226	2.000000	13.000000
1.000000	10.000000	2.000000	9.000000	1.000000	0.119331	1.000000	1.000000	1.000000	0.102307	1.000000	1.000000	115.369428	0.110815	2.000000	12.000000
1.000000	10.000000	2.000000	20.000000	1.000000	0.292735	1.000000	1.000000	1.000000	0.102541	1.000000	1.000000	116.517038	0.974844	1.000000	20.000000
1.000000	10.000000	2.000000	17.000000	1.000000	0.242657	1.000000	1.000000	1.000000	0.110547	1.000000	1.000000	116.085837	0.127260	2.000000	16.000000
1.000000	10.000000	2.000000	12.000000	1.000000	0.226371	1.000000	1.000000	1.000000	0.099114	1.000000	1.000000	116.276069	0.987387	1.000000	20.000000
1.000000	10.000000	2.000000	18.000000	1.000000	0.376704	1.000000	1.000000	1.000000	0.084502	1.000000	1.000000	122.239134	2.358968	1.000000	20.000000
1.000000	10.000000	2.000000	15.000000	1.000000	0.324069	1.000000	1.000000	1.000000	0.141345	1.000000	1.000000	118.932850	0.090955	1.000000	19.000000
1.000000	10.000000	2.000000	34.000000	1.000000	0.122308	1.000000	1.000000	1.000000	0.135971	1.000000	1.000000	118.300115	0.077813	1.000000	22.000000
1.000000	10.000000	2.000000	3.000000	1.000000	0.325656	1.000000	1.000000	1.000000	0.113211	1.000000	1.000000	116.482241	0.093369	1.000000	24.000000
1.000000	10.000000	2.000000	19.000000	1.000000	0.249187	1.000000	1.000000	1.000000	0.121680	1.000000	1.000000	117.094902	0.109704	1.000000	22.000000
1.000000	10.000000	2.000000	37.000000	1.000000	0.165373	1.000000	1.000000	1.000000	0.131094	1.000000	1.000000	117.815734	0.074804	1.000000	22.000000
1.000000	10.000000	2.000000	4.000000	1.000000	0.252855	1.000000	1.000000	1.000000	0.135742	1.000000	1.000000	118.532115	0.093090	2.000000	19.000000
1.000000	10.000000	2.000000	24.000000	1.000000	0.317299	1.000000	1.000000	1.000000	0.137363	1.000000	1.000000	118.507865	0.077954	2.000000	22.000000
1.000000	10.000000	2.000000	32.000000	1.000000	0.257942	1.000000	1.000000	1.000000	0.109375	1.000000	1.000000	116.055604	0.095608	1.000000	28.000000
