subID	Model	randi	eta0	Mp0	wp0	eta	Mp	wp	nll	nllsd	success	iterations
1.000000	2.000000	40.000000	42.588019	NaN	NaN	5.444141	NaN	NaN	271.823915	0.028056	2.000000	9.000000
1.000000	2.000000	22.000000	13.239294	NaN	NaN	5.540430	NaN	NaN	272.737243	0.027210	2.000000	9.000000
1.000000	2.000000	5.000000	89.027754	NaN	NaN	8.043945	NaN	NaN	294.616895	0.029578	2.000000	9.000000
1.000000	2.000000	6.000000	89.542877	NaN	NaN	5.155273	NaN	NaN	268.872323	0.025352	2.000000	9.000000
1.000000	2.000000	19.000000	53.754602	NaN	NaN	2.435107	NaN	NaN	250.028441	0.929332	2.000000	9.000000
1.000000	2.000000	7.000000	4.179352	NaN	NaN	2.733754	NaN	NaN	249.124646	0.056873	2.000000	10.000000
1.000000	2.000000	9.000000	15.219183	NaN	NaN	2.471633	NaN	NaN	248.959243	0.099116	2.000000	9.000000
1.000000	2.000000	14.000000	47.283157	NaN	NaN	2.561487	NaN	NaN	248.873031	0.072973	2.000000	11.000000
1.000000	2.000000	12.000000	65.276978	NaN	NaN	3.337817	NaN	NaN	252.042891	0.032460	2.000000	11.000000
1.000000	2.000000	31.000000	34.594480	NaN	NaN	2.772119	NaN	NaN	249.242350	0.053028	2.000000	11.000000
1.000000	2.000000	18.000000	65.871022	NaN	NaN	5.408032	NaN	NaN	271.461260	0.027075	2.000000	10.000000
1.000000	2.000000	32.000000	67.834270	NaN	NaN	2.413104	NaN	NaN	250.139566	0.929888	2.000000	9.000000
1.000000	2.000000	27.000000	50.379484	NaN	NaN	4.481250	NaN	NaN	262.212176	0.027500	2.000000	9.000000
1.000000	2.000000	34.000000	47.928732	NaN	NaN	2.507324	NaN	NaN	249.053621	0.075236	2.000000	11.000000
1.000000	2.000000	39.000000	69.537165	NaN	NaN	3.006824	NaN	NaN	250.108847	0.034841	2.000000	12.000000
1.000000	2.000000	30.000000	87.544952	NaN	NaN	2.314746	NaN	NaN	249.270872	0.108290	2.000000	9.000000
1.000000	2.000000	29.000000	71.528016	NaN	NaN	3.933606	NaN	NaN	256.993729	0.027743	2.000000	9.000000
1.000000	2.000000	28.000000	15.769430	NaN	NaN	2.778137	NaN	NaN	249.171220	0.047049	2.000000	9.000000
1.000000	2.000000	38.000000	96.278585	NaN	NaN	-370.088845	NaN	NaN	394.185249	0.036479	2.000000	12.000000
1.000000	2.000000	17.000000	65.852836	NaN	NaN	5.672827	NaN	NaN	274.019143	0.020776	2.000000	10.000000
1.000000	2.000000	20.000000	76.441658	NaN	NaN	4.171320	NaN	NaN	259.191666	0.026309	2.000000	9.000000
1.000000	2.000000	15.000000	49.167229	NaN	NaN	5.192416	NaN	NaN	269.321487	0.029110	2.000000	14.000000
1.000000	2.000000	26.000000	13.020089	NaN	NaN	-160.081695	NaN	NaN	398.124749	0.037888	2.000000	14.000000
1.000000	2.000000	11.000000	93.380343	NaN	NaN	2.451939	NaN	NaN	248.930333	0.084304	2.000000	14.000000
1.000000	2.000000	37.000000	24.510541	NaN	NaN	-430.267252	NaN	NaN	393.736622	0.032795	2.000000	12.000000
1.000000	2.000000	35.000000	3.787133	NaN	NaN	2.469749	NaN	NaN	249.059123	0.075227	2.000000	15.000000
1.000000	2.000000	2.000000	6.764221	NaN	NaN	2.532243	NaN	NaN	248.799487	0.071285	2.000000	14.000000
1.000000	2.000000	21.000000	92.212721	NaN	NaN	5.829297	NaN	NaN	275.579691	0.027017	1.000000	20.000000
1.000000	2.000000	3.000000	34.067781	NaN	NaN	5.155273	NaN	NaN	268.920215	0.032547	1.000000	21.000000
1.000000	2.000000	4.000000	16.958836	NaN	NaN	5.733008	NaN	NaN	274.639246	0.024318	1.000000	20.000000
1.000000	2.000000	36.000000	51.101816	NaN	NaN	-301.307612	NaN	NaN	394.868843	0.029891	1.000000	18.000000
1.000000	2.000000	1.000000	11.442322	NaN	NaN	-287.495350	NaN	NaN	395.003607	0.039655	2.000000	17.000000
1.000000	2.000000	13.000000	44.887688	NaN	NaN	2.673494	NaN	NaN	248.929780	0.058325	2.000000	16.000000
1.000000	2.000000	8.000000	68.516993	NaN	NaN	-389.204003	NaN	NaN	393.968181	0.034880	2.000000	20.000000
1.000000	3.000000	30.000000	1.000000	8.511858	0.497021	1.000000	2.844336	0.858105	327.545626	0.029660	2.000000	12.000000
1.000000	3.000000	13.000000	1.000000	79.006122	0.492718	1.000000	6.503320	0.088379	291.638314	0.028573	2.000000	11.000000
1.000000	3.000000	2.000000	1.000000	7.435488	0.576028	1.000000	7.755078	0.057617	297.797875	0.028400	2.000000	11.000000
1.000000	3.000000	34.000000	1.000000	15.600621	0.487371	1.000000	2.844336	0.858105	327.566997	0.025603	2.000000	12.000000
1.000000	3.000000	21.000000	1.000000	40.334100	0.131014	1.000000	6.984766	0.052148	291.428213	0.025551	2.000000	11.000000
1.000000	3.000000	24.000000	1.000000	91.657993	0.377059	1.000000	10.066016	-0.188477	288.907402	0.037770	2.000000	11.000000
1.000000	3.000000	14.000000	1.000000	11.658426	0.475772	1.000000	9.060999	-0.415494	243.203796	0.043729	2.000000	11.000000
1.000000	3.000000	15.000000	1.000000	6.846613	0.212022	1.000000	6.108385	-0.244921	242.371838	0.034730	2.000000	11.000000
1.000000	3.000000	19.000000	1.000000	11.484907	0.769108	1.000000	17.961719	-0.391162	320.226625	0.025006	2.000000	12.000000
1.000000	3.000000	38.000000	1.000000	54.415331	0.215083	1.000000	8.862402	0.252441	319.230616	0.032910	2.000000	12.000000
1.000000	3.000000	1.000000	1.000000	64.581955	0.118048	1.000000	6.623682	-0.270764	242.206746	0.046763	2.000000	11.000000
1.000000	3.000000	17.000000	1.000000	79.794511	0.253276	1.000000	10.595605	-0.002881	310.480826	0.032776	2.000000	12.000000
1.000000	3.000000	32.000000	1.000000	20.582595	0.258984	1.000000	6.950914	-0.283224	242.698227	0.036250	2.000000	11.000000
1.000000	3.000000	4.000000	1.000000	48.815648	0.646887	1.000000	12.039941	-0.539160	255.632082	0.023088	2.000000	12.000000
1.000000	3.000000	20.000000	1.000000	61.235109	0.484139	1.000000	13.592603	-0.635184	257.491969	0.026852	2.000000	14.000000
1.000000	3.000000	9.000000	1.000000	43.595643	0.414711	1.000000	4.264600	0.125720	276.708486	0.029749	2.000000	13.000000
1.000000	3.000000	23.000000	1.000000	16.603671	0.256349	1.000000	10.463208	-0.480627	247.207685	0.036941	2.000000	13.000000
1.000000	3.000000	33.000000	1.000000	77.815530	0.739346	1.000000	10.017871	-0.402783	255.436700	0.028042	2.000000	15.000000
1.000000	3.000000	8.000000	1.000000	36.326717	0.337093	1.000000	7.177344	-0.203516	256.970730	0.031059	2.000000	11.000000
1.000000	3.000000	10.000000	1.000000	90.439049	0.713325	1.000000	7.692641	-0.335212	242.166912	0.033446	2.000000	16.000000
1.000000	3.000000	7.000000	1.000000	50.797079	0.423840	1.000000	4.273627	-0.122515	246.004434	0.053124	2.000000	15.000000
1.000000	3.000000	6.000000	1.000000	14.632921	0.432552	1.000000	-367.751202	-0.904092	394.074918	0.030389	2.000000	15.000000
1.000000	3.000000	5.000000	1.000000	30.007150	0.367939	1.000000	-573.742224	-1.764492	392.971683	0.034608	2.000000	18.000000
1.000000	3.000000	25.000000	1.000000	39.482561	0.439926	1.000000	6.942670	-0.301417	241.602017	0.050046	1.000000	18.000000
1.000000	3.000000	3.000000	1.000000	6.880143	0.138045	1.000000	7.122485	-0.322565	241.660456	0.072828	2.000000	20.000000
1.000000	3.000000	22.000000	1.000000	99.938086	0.798236	1.000000	7.817551	-0.366806	241.600636	0.108701	2.000000	21.000000
1.000000	3.000000	39.000000	1.000000	95.613426	0.531709	1.000000	6.453577	-0.258443	242.454524	0.040521	1.000000	22.000000
1.000000	3.000000	26.000000	1.000000	5.414296	0.733804	1.000000	6.161043	-0.257199	242.353342	0.065343	1.000000	25.000000
1.000000	3.000000	31.000000	1.000000	63.362312	0.630655	1.000000	8.164307	-0.360229	242.574407	0.033885	2.000000	24.000000
1.000000	3.000000	36.000000	1.000000	7.990655	0.704895	1.000000	8.635569	-0.404715	241.755243	0.068225	1.000000	23.000000
1.000000	3.000000	40.000000	1.000000	18.183288	0.591188	1.000000	-462.734344	-1.900366	393.374278	0.042620	1.000000	25.000000
1.000000	3.000000	27.000000	1.000000	71.991722	0.227865	1.000000	-384.404783	-1.986250	393.805352	0.035757	2.000000	23.000000
1.000000	3.000000	28.000000	1.000000	17.469224	0.677214	1.000000	9.584570	-0.239746	277.632765	0.023230	1.000000	25.000000
1.000000	3.000000	37.000000	1.000000	4.396909	0.559163	1.000000	5.540430	0.018652	274.248516	0.023005	1.000000	25.000000
1.000000	3.000000	29.000000	1.000000	62.752481	0.260822	1.000000	12.804749	-0.634179	248.919795	0.051039	1.000000	24.000000
1.000000	3.000000	12.000000	1.000000	87.015980	0.185362	1.000000	1.324809	0.128070	255.973372	0.045485	1.000000	26.000000
1.000000	3.000000	35.000000	1.000000	48.367082	0.514012	1.000000	2.651758	0.066589	254.575304	0.033967	1.000000	25.000000
1.000000	3.000000	11.000000	1.000000	86.357307	0.394345	1.000000	-198.569875	-1.999451	396.092568	0.032245	1.000000	28.000000
1.000000	3.000000	18.000000	1.000000	97.941485	0.528419	1.000000	14.807289	-0.755719	252.852755	0.109665	2.000000	29.000000
1.000000	3.000000	16.000000	1.000000	57.976050	0.716665	1.000000	-170.242395	-1.897076	396.832617	0.028929	1.000000	25.000000
1.000000	4.000000	37.000000	1.000000	85.918020	0.561194	1.000000	10.643750	0.078125	316.568771	0.034737	2.000000	11.000000
1.000000	4.000000	38.000000	1.000000	52.488382	0.278109	1.000000	1.977734	0.098633	253.066316	0.033270	2.000000	11.000000
1.000000	4.000000	8.000000	1.000000	39.592428	0.227780	1.000000	4.192383	-0.004590	258.823439	0.026495	2.000000	11.000000
1.000000	4.000000	7.000000	1.000000	59.563749	0.591003	1.000000	5.492285	-0.157715	251.324407	0.035712	2.000000	11.000000
1.000000	4.000000	3.000000	1.000000	78.806332	0.684882	1.000000	6.310742	-0.238379	249.024732	0.034093	2.000000	11.000000
1.000000	4.000000	29.000000	1.000000	53.149409	0.544439	1.000000	5.203418	-0.118750	253.455826	0.031114	2.000000	12.000000
1.000000	4.000000	20.000000	1.000000	37.391594	0.242805	1.000000	7.947656	-0.208984	268.277226	0.028009	2.000000	11.000000
1.000000	4.000000	4.000000	1.000000	95.604697	0.187652	1.000000	4.192383	-0.179590	261.187913	2.445081	2.000000	14.000000
1.000000	4.000000	19.000000	1.000000	57.613028	0.265399	1.000000	7.514355	-0.356982	245.747065	0.044264	2.000000	12.000000
1.000000	4.000000	11.000000	1.000000	99.283334	0.793652	1.000000	6.166309	-0.213086	250.537460	0.030938	2.000000	11.000000
1.000000	4.000000	32.000000	1.000000	56.968843	0.700331	1.000000	9.584570	-0.239746	280.081927	0.026083	2.000000	11.000000
1.000000	4.000000	40.000000	1.000000	61.644310	0.213597	1.000000	6.744043	-0.316309	244.997472	0.044882	2.000000	11.000000
1.000000	4.000000	34.000000	1.000000	37.269016	0.366990	1.000000	6.332182	-0.297914	244.649293	0.038453	2.000000	11.000000
1.000000	4.000000	30.000000	1.000000	50.543568	0.629153	1.000000	7.947656	-0.323828	252.707419	0.022815	2.000000	12.000000
1.000000	4.000000	17.000000	1.000000	73.681782	0.754420	1.000000	6.367350	-0.298500	244.751891	0.045844	2.000000	11.000000
1.000000	4.000000	12.000000	1.000000	98.226367	0.285706	1.000000	-0.800356	0.260527	254.710744	0.057769	2.000000	16.000000
1.000000	4.000000	2.000000	1.000000	81.254002	0.671075	1.000000	7.947656	-0.208984	268.231266	0.031674	2.000000	11.000000
1.000000	4.000000	23.000000	1.000000	73.857982	0.281116	1.000000	6.159914	-0.296295	244.519161	0.054988	2.000000	15.000000
1.000000	4.000000	36.000000	1.000000	18.145312	0.757118	1.000000	7.177344	-0.203516	261.058692	0.026393	2.000000	12.000000
1.000000	4.000000	27.000000	1.000000	56.837122	0.303710	1.000000	6.958437	-0.337272	244.758367	0.045344	2.000000	15.000000
1.000000	4.000000	10.000000	1.000000	80.743826	0.720035	1.000000	6.599609	-0.087305	271.467130	0.030741	2.000000	11.000000
1.000000	4.000000	31.000000	1.000000	48.940502	0.325011	1.000000	-1.789575	0.362895	255.699090	0.037279	2.000000	15.000000
1.000000	4.000000	33.000000	1.000000	37.640477	0.482287	1.000000	6.129615	-0.289845	244.667498	0.067147	2.000000	11.000000
1.000000	4.000000	26.000000	1.000000	49.468132	0.134212	1.000000	3.279356	-0.057432	247.756917	0.064631	2.000000	16.000000
1.000000	4.000000	16.000000	1.000000	77.437906	0.666636	1.000000	-826.956750	-1.810410	392.428075	0.033780	2.000000	19.000000
1.000000	4.000000	15.000000	1.000000	41.299111	0.701577	1.000000	6.310742	-0.238379	249.037643	0.031787	1.000000	22.000000
1.000000	4.000000	13.000000	1.000000	43.835081	0.290913	1.000000	4.646747	-0.165165	246.677977	0.064001	1.000000	21.000000
1.000000	4.000000	5.000000	1.000000	91.280489	0.716774	1.000000	4.192383	-0.004590	258.774175	0.022981	1.000000	27.000000
1.000000	4.000000	28.000000	1.000000	26.127741	0.445886	1.000000	5.067040	-0.201408	246.498548	0.062715	1.000000	22.000000
1.000000	4.000000	35.000000	1.000000	43.505791	0.294847	1.000000	5.733008	-0.168652	251.992924	0.032142	1.000000	24.000000
1.000000	4.000000	6.000000	1.000000	69.195704	0.512336	1.000000	6.214453	-0.062695	271.003746	0.026904	1.000000	23.000000
1.000000	4.000000	21.000000	1.000000	82.104328	0.736044	1.000000	5.794816	-0.266361	245.124782	0.073877	2.000000	21.000000
1.000000	4.000000	24.000000	1.000000	71.149149	0.236941	1.000000	6.877342	-0.333413	244.713758	0.037195	1.000000	20.000000
1.000000	4.000000	14.000000	1.000000	4.188340	0.576825	1.000000	-752.349465	-1.837954	392.528903	0.030777	1.000000	23.000000
1.000000	4.000000	25.000000	1.000000	3.953080	0.366840	1.000000	6.681783	-0.321616	244.655935	0.044805	1.000000	25.000000
1.000000	4.000000	22.000000	1.000000	64.111785	0.649483	1.000000	6.730104	-0.326065	244.670867	0.050843	2.000000	21.000000
1.000000	4.000000	18.000000	1.000000	56.468681	0.598833	1.000000	6.464908	-0.310781	244.596736	0.049198	1.000000	25.000000
1.000000	4.000000	1.000000	1.000000	64.501667	0.505940	1.000000	6.021875	-0.064063	268.875179	0.029497	1.000000	24.000000
1.000000	4.000000	39.000000	1.000000	86.927652	0.395089	1.000000	6.196214	-0.295662	244.601884	0.068076	1.000000	28.000000
1.000000	4.000000	9.000000	1.000000	22.850576	0.411865	1.000000	6.177988	-0.295053	244.657360	0.053424	1.000000	30.000000
1.000000	5.000000	1.000000	1.000000	86.917846	0.240394	1.000000	3.229492	-0.020313	249.325499	0.039895	2.000000	11.000000
1.000000	5.000000	40.000000	1.000000	58.596537	0.529400	1.000000	9.584570	-0.239746	278.625377	0.028751	2.000000	11.000000
1.000000	5.000000	31.000000	1.000000	44.645350	0.105361	1.000000	6.888477	-0.122168	268.527848	0.027526	2.000000	12.000000
1.000000	5.000000	38.000000	1.000000	5.038355	0.572536	1.000000	7.026140	-0.328763	241.407699	0.047928	2.000000	13.000000
1.000000	5.000000	18.000000	1.000000	75.371997	0.368629	1.000000	5.733008	0.006348	275.519408	0.031290	2.000000	13.000000
1.000000	5.000000	35.000000	1.000000	96.854133	0.587989	1.000000	4.192383	-0.004590	258.722602	0.031609	2.000000	11.000000
1.000000	5.000000	39.000000	1.000000	99.573581	0.732588	1.000000	4.011841	-0.126782	245.524147	0.093869	2.000000	13.000000
1.000000	5.000000	19.000000	1.000000	21.071185	0.116344	1.000000	5.155273	-0.098926	254.285279	0.030951	2.000000	11.000000
1.000000	5.000000	8.000000	1.000000	45.326457	0.107066	1.000000	3.133203	-0.040820	247.691233	0.075601	2.000000	11.000000
1.000000	5.000000	13.000000	1.000000	25.251247	0.490504	1.000000	12.545459	-0.385522	286.563040	0.024956	2.000000	13.000000
1.000000	5.000000	6.000000	1.000000	20.618800	0.342078	1.000000	6.129448	-0.286514	241.389784	0.052048	2.000000	11.000000
1.000000	5.000000	22.000000	1.000000	86.852287	0.649360	1.000000	9.680859	-0.065430	299.864548	0.026537	2.000000	11.000000
1.000000	5.000000	2.000000	1.000000	45.668219	0.223305	1.000000	8.332813	-0.353906	247.671088	0.029897	2.000000	12.000000
1.000000	5.000000	10.000000	1.000000	52.838816	0.341614	1.000000	6.471255	-0.302929	241.323547	0.053054	2.000000	11.000000
1.000000	5.000000	16.000000	1.000000	26.841688	0.129821	1.000000	3.518359	0.240820	285.227239	0.030301	2.000000	11.000000
1.000000	5.000000	34.000000	1.000000	55.155401	0.624341	1.000000	7.199518	-0.344707	241.192968	0.048709	2.000000	11.000000
1.000000	5.000000	25.000000	1.000000	44.913026	0.374508	1.000000	3.210310	-0.053913	247.297343	0.096638	2.000000	16.000000
1.000000	5.000000	4.000000	1.000000	20.224932	0.736393	1.000000	4.723477	-0.190175	244.370636	0.090772	2.000000	16.000000
1.000000	5.000000	29.000000	1.000000	28.353518	0.772907	1.000000	3.229492	0.133496	268.995038	0.027743	2.000000	11.000000
1.000000	5.000000	27.000000	1.000000	70.716369	0.762339	1.000000	10.643750	0.078125	316.750732	0.030088	2.000000	11.000000
1.000000	5.000000	5.000000	1.000000	5.450375	0.154197	1.000000	6.837652	-0.324084	241.128285	0.053137	2.000000	16.000000
1.000000	5.000000	24.000000	1.000000	68.141574	0.775133	1.000000	6.380326	-0.300950	241.363266	0.070819	2.000000	17.000000
1.000000	5.000000	23.000000	1.000000	29.845298	0.792812	1.000000	5.733008	-0.168652	249.582892	0.031066	1.000000	22.000000
1.000000	5.000000	14.000000	1.000000	17.899009	0.787311	1.000000	7.022874	-0.333708	241.169310	0.049178	2.000000	11.000000
1.000000	5.000000	37.000000	1.000000	75.063530	0.100566	1.000000	6.310742	-0.238379	245.544228	0.039765	1.000000	25.000000
1.000000	5.000000	7.000000	1.000000	36.684077	0.264056	1.000000	6.266876	-0.297870	241.424721	0.075174	2.000000	17.000000
1.000000	5.000000	17.000000	1.000000	52.200745	0.400323	1.000000	7.177344	-0.203516	258.824595	0.021735	1.000000	22.000000
1.000000	5.000000	21.000000	1.000000	50.817081	0.448364	1.000000	7.350698	-0.353380	241.174019	0.043298	2.000000	21.000000
1.000000	5.000000	32.000000	1.000000	91.934290	0.629950	1.000000	6.922413	-0.326849	241.142902	0.042716	1.000000	21.000000
1.000000	5.000000	11.000000	1.000000	91.314900	0.519735	1.000000	5.817080	-0.266205	242.076307	0.077714	1.000000	25.000000
1.000000	5.000000	15.000000	1.000000	26.265963	0.584367	1.000000	3.710938	0.028906	258.998601	0.030508	1.000000	28.000000
1.000000	5.000000	20.000000	1.000000	92.494383	0.666437	1.000000	6.616301	-0.313925	241.130522	0.053730	1.000000	20.000000
1.000000	5.000000	33.000000	1.000000	81.799765	0.401036	1.000000	6.511860	-0.310261	241.217422	0.057194	1.000000	24.000000
1.000000	5.000000	12.000000	1.000000	71.826008	0.249939	1.000000	6.940477	-0.328989	241.165690	0.044344	1.000000	27.000000
1.000000	5.000000	9.000000	1.000000	50.203559	0.472963	1.000000	6.893354	-0.328262	241.148843	0.044328	1.000000	23.000000
1.000000	5.000000	3.000000	1.000000	77.832947	0.791790	1.000000	7.098599	-0.339908	241.148494	0.050543	1.000000	23.000000
1.000000	5.000000	36.000000	1.000000	73.595810	0.182842	1.000000	6.706226	-0.319149	241.153680	0.056238	2.000000	27.000000
1.000000	5.000000	28.000000	1.000000	47.087650	0.360802	1.000000	0.653915	0.156124	254.113379	0.047358	1.000000	28.000000
1.000000	5.000000	26.000000	1.000000	5.420736	0.325861	1.000000	6.801253	-0.324626	241.130329	0.073492	1.000000	27.000000
1.000000	5.000000	30.000000	1.000000	63.693994	0.581351	1.000000	9.247151	-0.463036	243.843083	0.031608	1.000000	24.000000
1.000000	6.000000	40.000000	1.000000	19.715474	0.692597	1.000000	5.011968	-0.194333	246.435408	0.051573	2.000000	11.000000
1.000000	6.000000	11.000000	1.000000	71.429530	0.217089	1.000000	3.434106	-0.067993	247.758617	0.066081	2.000000	12.000000
1.000000	6.000000	38.000000	1.000000	86.008036	0.347544	1.000000	7.947656	-0.208984	268.214387	0.028489	2.000000	11.000000
1.000000	6.000000	14.000000	1.000000	23.334542	0.486721	1.000000	4.673828	-0.140967	247.600912	0.044252	2.000000	12.000000
1.000000	6.000000	22.000000	1.000000	85.564650	0.376190	1.000000	0.882446	0.193396	255.702053	0.037663	2.000000	11.000000
1.000000	6.000000	32.000000	1.000000	86.636828	0.324831	1.000000	6.485548	-0.312181	244.611292	0.058738	2.000000	11.000000
1.000000	6.000000	15.000000	1.000000	94.544489	0.339233	1.000000	2.522840	0.048462	251.577215	0.032881	2.000000	16.000000
1.000000	6.000000	29.000000	1.000000	41.871084	0.337388	1.000000	4.866406	0.075391	276.145287	0.025106	2.000000	13.000000
1.000000	6.000000	37.000000	1.000000	42.917693	0.132368	1.000000	6.254805	-0.295037	244.744762	0.070271	2.000000	11.000000
1.000000	6.000000	35.000000	1.000000	86.839067	0.567942	1.000000	6.497913	-0.313327	244.672248	0.065221	2.000000	11.000000
1.000000	6.000000	28.000000	1.000000	22.276851	0.465511	1.000000	6.021875	-0.064063	268.888055	0.028563	2.000000	11.000000
1.000000	6.000000	9.000000	1.000000	88.761777	0.403091	1.000000	5.856143	-0.269976	245.056923	0.076469	2.000000	11.000000
1.000000	6.000000	4.000000	1.000000	73.598556	0.112296	1.000000	6.396124	-0.308214	244.572194	0.035129	2.000000	11.000000
1.000000	6.000000	1.000000	1.000000	79.983919	0.431300	1.000000	6.054974	-0.290060	244.602584	0.059029	2.000000	11.000000
1.000000	6.000000	18.000000	1.000000	17.738856	0.545450	1.000000	6.096572	-0.291955	244.719130	0.062011	2.000000	16.000000
1.000000	6.000000	8.000000	1.000000	71.967205	0.121359	1.000000	6.147220	-0.294213	244.741386	0.059736	2.000000	11.000000
